# Obtained using Skycalc tool from ESO webpage
# Not including telescope emissivity
Wave[nm] Radiance[photons/s/m**2/micron/arsec**2]
1450 276.252
1450.04833 269.962
1450.09667 195.211
1450.14501 52.5928
1450.19335 80.9841
1450.24169 1594.37
1450.29003 19.8946
1450.33837 753.121
1450.38672 194.812
1450.43507 194.558
1450.48341 154.16
1450.53176 72.9795
1450.58012 7.77216
1450.62847 3.05226
1450.67682 3.0441
1450.72518 24.0316
1450.77354 103.468
1450.8219 78.7979
1450.87026 181.852
1450.91862 166.383
1450.96699 75.4197
1451.01536 125.718
1451.06372 128.142
1451.11209 17.9829
1451.16046 8.87882
1451.20884 97.323
1451.25721 111.914
1451.30559 107.842
1451.35397 261.618
1451.40234 297.471
1451.45073 302.662
1451.49911 307.969
1451.54749 313.498
1451.59588 306.546
1451.64426 321.827
1451.69265 322.311
1451.74104 301.248
1451.78944 253.023
1451.83783 203.325
1451.88623 1.109e+06
1451.93462 813661
1451.98302 241.955
1452.03142 298.08
1452.07982 284.072
1452.12823 220.426
1452.17663 122.51
1452.22504 12.7152
1452.27345 38.6667
1452.32186 183.57
1452.37027 5272.61
1452.41868 301.127
1452.4671 314.987
1452.51551 325.171
1452.56393 6625.81
1452.61235 331.624
1452.66077 332.258
1452.70919 330.566
1452.75762 325.7
1452.80604 315.878
1452.85447 289.315
1452.9029 206.61
1452.95133 41.9064
1452.99977 50.6785
1453.0482 217.395
1453.09664 292.061
1453.14507 283.073
1453.19351 282.491
1453.24195 327.383
1453.29039 328.3
1453.33884 335.487
1453.38728 340.7
1453.43573 314.189
1453.48418 267.389
1453.53263 297.023
1453.58108 337.781
1453.62954 343.087
1453.67799 342.521
1453.72645 352.191
1453.77491 351.609
1453.82337 355.314
1453.87183 356.684
1453.92029 353.399
1453.96875 352.023
1454.01722 343.401
1454.06569 258.606
1454.11416 315.394
1454.16263 350.088
1454.2111 353.549
1454.25958 350.054
1454.30805 340.144
1454.35653 307.429
1454.40501 127.23
1454.45349 189.396
1454.50197 311.924
1454.55046 354.529
1454.59894 361.882
1454.64743 358.157
1454.69592 357.468
1454.74441 356.85
1454.7929 353.482
1454.8414 340.896
1454.88989 263.717
1454.93839 299.089
1454.98689 325.322
1455.03539 331.802
1455.08389 344.184
1455.1324 304.867
1455.1809 262.032
1455.22941 172.1
1455.27792 42.6734
1455.32643 3.41038
1455.37494 29.442
1455.42345 153.264
1455.47197 252.778
1455.52048 298.24
1455.569 321.658
1455.61752 328.855
1455.66604 290.18
1455.71456 329.024
1455.76309 354.898
1455.81162 344.887
1455.86014 357.12
1455.90867 359.977
1455.9572 280.529
1456.00574 322.279
1456.05427 367.27
1456.10281 362.29
1456.15134 334.595
1456.19988 174.395
1456.24842 300.882
1456.29697 359.491
1456.34551 346.109
1456.39406 773443
1456.4426 290.318
1456.49115 318.582
1456.5397 373.676
1456.58826 377.934
1456.63681 380.993
1456.68536 379.911
1456.73392 370.095
1456.78248 354.276
1456.83104 371.087
1456.8796 333.763
1456.92817 177.864
1456.97673 264.579
1457.0253 355.496
1457.07387 328.36
1457.12244 373.304
1457.17101 380.033
1457.21958 377.029
1457.26816 335.542
1457.31673 139.682
1457.36531 325.223
1457.41389 377.29
1457.46247 381.625
1457.51105 379.625
1457.55964 372.475
1457.60822 352.675
1457.65681 277.505
1457.7054 97.8628
1457.75399 38.0182
1457.80258 234.605
1457.85118 339.186
1457.89977 361.985
1457.94837 380.071
1457.99697 378.937
1458.04557 388.448
1458.09417 393.584
1458.14278 382.246
1458.19138 393.588
1458.23999 391.864
1458.2886 398.376
1458.33721 397.392
1458.38582 394.463
1458.43444 368.726
1458.48305 297.739
1458.53167 385.749
1458.58029 395.764
1458.62891 379.028
1458.67753 282.271
1458.72615 370.226
1458.77478 399.23
1458.8234 403.52
1458.87203 403.648
1458.92066 387.182
1458.96929 365.182
1459.01793 390.753
1459.06656 375.138
1459.1152 286.193
1459.16384 386.05
1459.21248 402.178
1459.26112 402.675
1459.30976 391.825
1459.3584 315.348
1459.40705 376.505
1459.4557 401.589
1459.50435 403.585
1459.553 403.154
1459.60165 402.205
1459.6503 392.507
1459.69896 384.37
1459.74762 383.56
1459.79628 294.806
1459.84494 328.634
1459.8936 334.26
1459.94226 314.99
1459.99093 378.169
1460.0396 380.309
1460.08827 372.286
1460.13694 356.435
1460.18561 323.121
1460.23428 246.037
1460.28296 91.6842
1460.33163 5.58921
1460.38031 48.2676
1460.42899 248382
1460.47767 512620
1460.52636 894560
1460.57504 311.704
1460.62373 371.987
1460.67242 377.429
1460.72111 377.275
1460.7698 373.399
1460.81849 380.483
1460.86719 363.341
1460.91588 387.506
1460.96458 390.441
1461.01328 386.985
1461.06198 369.115
1461.11069 363.434
1461.15939 337.99
1461.2081 238.461
1461.2568 41.5993
1461.30551 112.593
1461.35422 297.122
1461.40294 360.069
1461.45165 355.091
1461.50037 235.333
1461.54908 333.834
1461.5978 378.317
1461.64652 339.119
1461.69525 270.194
1461.74397 331.454
1461.7927 232.374
1461.84142 363.923
1461.89015 386.874
1461.93888 389.262
1461.98761 387.641
1462.03635 321.772
1462.08508 343.521
1462.13382 388.213
1462.18256 387.709
1462.2313 389.442
1462.28004 395.588
1462.32878 396.957
1462.37753 395.958
1462.42628 391.947
1462.47503 353.39
1462.52378 370.141
1462.57253 320.522
1462.62128 374.798
1462.67003 433.119
1462.71879 380.562
1462.76755 382.191
1462.81631 375.205
1462.86507 348.633
1462.91383 198.577
1462.9626 222.263
1463.01136 322.005
1463.06013 164.383
1463.1089 289.523
1463.15767 149.169
1463.20645 19.8514
1463.25522 10.8624
1463.304 118.852
1463.35277 251.113
1463.40155 268.614
1463.45033 185.491
1463.49912 314.63
1463.5479 359.674
1463.59669 371.661
1463.64547 1358.09
1463.69426 380.253
1463.74305 1320.1
1463.79185 440.763
1463.84064 384.776
1463.88943 373.697
1463.93823 277.159
1463.98703 216.393
1464.03583 361.032
1464.08463 384.909
1464.13344 389.532
1464.18224 391.414
1464.23105 392.016
1464.27986 391.084
1464.32867 389.451
1464.37748 391.222
1464.42629 391.671
1464.47511 392.136
1464.52392 1220.73
1464.57274 1218.71
1464.62156 389.567
1464.67038 386.12
1464.71921 387.044
1464.76803 385.823
1464.81686 383.058
1464.86569 379.819
1464.91452 374.193
1464.96335 364.718
1465.01218 344.964
1465.06101 629.232
1465.10985 332.739
1465.15869 137.706
1465.20753 5.54396
1465.25637 37.3998
1465.30521 37.6428
1465.35406 55.3654
1465.4029 238.642
1465.45175 323.678
1465.5006 352.896
1465.54945 2006.36
1465.5983 381.568
1465.64716 376.177
1465.69601 377.832
1465.74487 378.08
1465.79373 2053.65
1465.84259 368.725
1465.89145 320.372
1465.94031 327.401
1465.98918 190.988
1466.03805 27.6928
1466.08692 150.949
1466.13579 312.479
1466.18466 348.986
1466.23353 356.364
1466.28241 328.998
1466.33128 322.118
1466.38016 217.766
1466.42904 37.801
1466.47792 205207
