# Obtained using Skycalc tool from ESO webpage
# Water vapour content 2.5 mm
Wave[nm] Transmission[no-units]
1430 0.37153
1430.16529 0.72369
1430.3306 0.898252
1430.49593 0.927033
1430.66127 0.887028
1430.82664 0.74532
1430.99202 0.497451
1431.15743 0.32036
1431.32285 0.349379
1431.48829 0.33359
1431.65375 0.230777
1431.81923 0.262619
1431.98473 0.370925
1432.15025 0.440225
1432.31579 0.265524
1432.48135 0.135402
1432.64692 0.284763
1432.81252 0.511826
1432.97813 0.557044
1433.14377 0.63811
1433.30942 0.768511
1433.47509 0.741722
1433.64078 0.620971
1433.80649 0.560614
1433.97222 0.542442
1434.13797 0.450186
1434.30374 0.305312
1434.46952 0.273967
1434.63533 0.481424
1434.80115 0.664495
1434.967 0.718237
1435.13286 0.640632
1435.29874 0.573793
1435.46465 0.676642
1435.63057 0.740398
1435.79651 0.73124
1435.96247 0.533865
1436.12844 0.372459
1436.29444 0.466716
1436.46046 0.610134
1436.62649 0.71356
1436.79255 0.701103
1436.95862 0.630242
1437.12472 0.495729
1437.29083 0.371773
1437.45696 0.332425
1437.62311 0.215196
1437.78928 0.126548
1437.95547 0.237588
1438.12168 0.501015
1438.28791 0.688901
1438.45416 0.691829
1438.62042 0.681972
1438.78671 0.779898
1438.95301 0.761589
1439.11934 0.666353
1439.28568 0.557837
1439.45204 0.307602
1439.61843 0.276241
1439.78483 0.53787
1439.95125 0.710294
1440.11769 0.725349
1440.28415 0.696465
1440.45062 0.580566
1440.61712 0.6186
1440.78364 0.675087
1440.95017 0.682477
1441.11673 0.679622
1441.2833 0.517476
1441.4499 0.313723
1441.61651 0.399419
1441.78314 0.633745
1441.94979 0.771827
1442.11646 0.725436
1442.28315 0.632886
1442.44986 0.661947
1442.61659 0.638503
1442.78334 0.42221
1442.9501 0.287033
1443.11689 0.477237
1443.28369 0.759192
1443.45052 0.869334
1443.61736 0.856143
1443.78423 0.820174
1443.95111 0.760598
1444.11801 0.626495
1444.28493 0.549492
1444.45187 0.584849
1444.61883 0.746993
1444.78581 0.822947
1444.95281 0.765925
1445.11983 0.639713
1445.28686 0.461881
1445.45392 0.267255
1445.621 0.0973939
1445.78809 0.101917
1445.9552 0.313865
1446.12234 0.535962
1446.28949 0.642207
1446.45666 0.76282
1446.62385 0.80662
1446.79107 0.692277
1446.9583 0.531812
1447.12555 0.48191
1447.29281 0.578177
1447.4601 0.719514
1447.62741 0.850932
1447.79474 0.916217
1447.96208 0.875571
1448.12945 0.76069
1448.29683 0.74033
1448.46424 0.81026
1448.63166 0.784943
1448.7991 0.748379
1448.96656 0.80042
1449.13405 0.867768
1449.30155 0.874531
1449.46907 0.829749
1449.63661 0.738799
1449.80417 0.628329
1449.97174 0.598446
1450.13934 0.453779
1450.30696 0.344134
1450.4746 0.291127
1450.64225 0.198965
1450.80993 0.25566
1450.97762 0.296528
1451.14534 0.304912
1451.31307 0.515249
1451.48082 0.774063
1451.64859 0.842005
1451.81639 0.766784
1451.9842 0.664181
1452.15203 0.540214
1452.31988 0.574553
1452.48775 0.778707
1452.65563 0.861431
1452.82354 0.728971
1452.99147 0.583664
1453.15942 0.715678
1453.32738 0.849069
1453.49537 0.871162
1453.66337 0.912542
1453.8314 0.930592
1453.99944 0.903154
1454.1675 0.864032
1454.33559 0.800706
1454.50369 0.799757
1454.67181 0.862311
1454.83995 0.854852
1455.00811 0.776651
1455.17629 0.572254
1455.34449 0.419118
1455.51271 0.607018
1455.68095 0.804153
1455.84921 0.864542
1456.01748 0.830847
1456.18578 0.799115
1456.3541 0.844919
1456.52243 0.881252
1456.69079 0.881235
1456.85916 0.828894
1457.02755 0.817965
1457.19597 0.837156
1457.3644 0.80352
1457.53285 0.74216
1457.70132 0.636489
1457.86982 0.748969
1458.03833 0.897592
1458.20686 0.93932
1458.37541 0.925046
1458.54397 0.88946
1458.71256 0.879413
1458.88117 0.894799
1459.0498 0.892263
1459.21845 0.906521
1459.38711 0.91341
1459.5558 0.919133
1459.7245 0.877579
1459.89323 0.827829
1460.06197 0.765015
1460.23074 0.578114
1460.39952 0.502495
1460.56832 0.691891
1460.73715 0.860257
1460.90599 0.88887
1461.07485 0.774741
1461.24373 0.623169
1461.41263 0.692302
1461.58155 0.760404
1461.75049 0.778506
1461.91945 0.857244
1462.08843 0.899413
1462.25743 0.921191
1462.42645 0.899848
1462.59548 0.856666
1462.76454 0.811122
1462.93362 0.652393
1463.10271 0.456361
1463.27183 0.393182
1463.44096 0.599509
1463.61012 0.827979
1463.77929 0.876896
1463.94849 0.843836
1464.1177 0.901458
1464.28693 0.953694
1464.45618 0.962483
1464.62546 0.956067
1464.79475 0.919421
1464.96406 0.753565
1465.13339 0.447248
1465.30274 0.374559
1465.47211 0.659204
1465.6415 0.857531
1465.81091 0.80418
1465.98034 0.658958
1466.14978 0.666647
1466.31925 0.660363
1466.48874 0.555297
1466.65825 0.557994
1466.82777 0.614131
1466.99732 0.534562
1467.16688 0.608169
1467.33647 0.775903
1467.50607 0.804501
1467.6757 0.697096
1467.84534 0.595445
1468.01501 0.751858
1468.18469 0.871989
1468.35439 0.865244
1468.52412 0.850762
1468.69386 0.898176
1468.86362 0.907787
1469.0334 0.820881
1469.2032 0.725879
1469.37302 0.651565
1469.54286 0.460575
1469.71272 0.440729
1469.8826 0.685963
