# Obtained using Skycalc tool from ESO webpage
# Not including telescope emissivity
Wave[nm] Radiance[photons/s/m**2/micron/arsec**2]
2100 41.9726
2100.03264 59.2986
2100.06528 93.518
2100.09791 172.555
2100.13055 237.352
2100.16319 200.446
2100.19583 136.681
2100.22847 127.638
2100.26111 165.743
2100.29375 257.269
2100.3264 479.178
2100.35904 813.528
2100.39168 925.964
2100.42432 675.877
2100.45697 407.202
2100.48961 367.025
2100.52226 1230.99
2100.5549 2274.63
2100.58755 1175.35
2100.6202 230.323
2100.65284 94.0779
2100.68549 66.5065
2100.71814 43.0106
2100.75079 31.9966
2100.78344 33.2175
2100.81609 42.4782
2100.84874 49.7625
2100.88139 53.2736
2100.91404 65.3354
2100.94669 76.3418
2100.97934 78.8993
2101.01199 75.8978
2101.04465 103.675
2101.0773 158.085
2101.10995 164.437
2101.14261 391.147
2101.17526 2634.75
2101.20792 6949.1
2101.24058 7005.18
2101.27323 2793.5
2101.30589 703.868
2101.33855 439.911
2101.3712 266.66
2101.40386 432.624
2101.43652 762.305
2101.46918 538.318
2101.50184 576.444
2101.5345 866.594
2101.56716 757.289
2101.59983 880.575
2101.63249 1130.64
2101.66515 1142.1
2101.69781 1472.2
2101.73048 2476.18
2101.76314 3159.2
2101.79581 2372.42
2101.82847 1199.32
2101.86114 610.955
2101.8938 430.494
2101.92647 317.545
2101.95914 272.193
2101.99181 172.174
2102.02447 108.229
2102.05714 112.949
2102.08981 130.081
2102.12248 124.815
2102.15515 106.836
2102.18782 85.6741
2102.22049 73.4373
2102.25317 70.619
2102.28584 63.0019
2102.31851 60.7977
2102.35118 85.4862
2102.38386 139.699
2102.41653 170.174
2102.44921 147.71
2102.48188 113.045
2102.51456 230.032
2102.54724 1343.5
2102.57991 2702.37
2102.61259 1972.6
2102.64527 2034.15
2102.67795 2076.08
2102.71063 840.853
2102.7433 121.141
2102.77598 37.8419
2102.80867 52.6834
2102.84135 64.0522
2102.87403 51.0376
2102.90671 33.673
2102.93939 29.5207
2102.97208 40.2867
2103.00476 66.3267
2103.03744 114.138
2103.07013 151.991
2103.10281 120.109
2103.1355 72.8367
2103.16818 58.0673
2103.20087 95.1803
2103.23356 1082.66
2103.26625 8956.28
2103.29893 23669.3
2103.33162 23665.5
2103.36431 9299.12
2103.397 1318.8
2103.42969 106.653
2103.46238 38.0204
2103.49507 36.1728
2103.52776 56.6436
2103.56046 92.2218
2103.59315 105.286
2103.62584 100.072
2103.65854 79.2422
2103.69123 88.471
2103.72392 116.222
2103.75662 108.099
2103.78932 72.37
2103.82201 49.578
2103.85471 45.8005
2103.88741 60.7637
2103.9201 89.7991
2103.9528 112.208
2103.9855 118.352
2104.0182 81.9201
2104.0509 51.047
2104.0836 35.3243
2104.1163 26.1652
2104.149 26.9113
2104.1817 30.6235
2104.21441 29.6594
2104.24711 34.4974
2104.27981 49.9875
2104.31252 74.2204
2104.34522 102.598
2104.37793 120.395
2104.41063 118.043
2104.44334 92.1132
2104.47604 60.9484
2104.50875 37.6221
2104.54146 28.8304
2104.57417 34.976
2104.60687 45.2407
2104.63958 44.2074
2104.67229 44.2684
2104.705 61.9469
2104.73771 86.9773
2104.77042 91.0093
2104.80313 71.7187
2104.83585 64.914
2104.86856 92.8999
2104.90127 181.042
2104.93399 326.72
2104.9667 396.86
2104.99941 293.185
2105.03213 170.868
2105.06484 134.263
2105.09756 145.191
2105.13028 132.694
2105.16299 90.3196
2105.19571 73.8794
2105.22843 538.504
2105.26115 3988.78
2105.29387 8298.84
2105.32659 6087.91
2105.35931 6201.41
2105.39203 7391.56
2105.42475 3353.02
2105.45747 611.061
2105.49019 240.469
2105.52292 183.792
2105.55564 122.934
2105.58836 77.6058
2105.62109 66.0919
2105.65381 67.0293
2105.68654 49.7593
2105.71926 34.5842
2105.75199 34.8023
2105.78472 45.513
2105.81744 63.5129
2105.85017 75.8635
2105.8829 70.0053
2105.91563 64.3076
2105.94836 50.9675
2105.98109 44.5612
2106.01382 60.5338
2106.04655 114.654
2106.07928 1428.16
2106.11201 11041.3
2106.14474 22045.7
2106.17748 11080.8
2106.21021 2787.91
2106.24294 11033.1
2106.27568 21911.7
2106.30841 10991.6
2106.34115 1433.84
2106.37388 102.026
2106.40662 61.7878
2106.43936 87.4631
2106.47209 113.37
2106.50483 135.14
2106.53757 211.767
2106.57031 287.101
2106.60305 238.554
2106.63579 156.035
2106.66853 219.944
2106.70127 2947.53
2106.73401 24329.9
2106.76675 62121.6
2106.7995 61256.7
2106.83224 28830.9
2106.86498 6627.58
2106.89773 693.867
2106.93047 95.8371
2106.96322 50.6359
2106.99596 34.0621
2107.02871 29.9926
2107.06145 40.2963
2107.0942 73.6372
2107.12695 106.506
2107.1597 90.5893
2107.19245 51.463
2107.22519 31.6739
2107.25794 28.4228
2107.29069 32.2179
2107.32345 49.7012
2107.3562 83.9175
2107.38895 97.7093
2107.4217 71.8993
2107.45445 63.7629
2107.48721 90.6804
2107.51996 108.81
2107.55271 92.6461
2107.58547 90.304
2107.61822 99.7204
2107.65098 74.0334
2107.68374 42.8883
2107.71649 30.6198
2107.74925 27.3405
2107.78201 30.984
2107.81477 48.8123
2107.84752 86.5109
2107.88028 111.941
2107.91304 92.7927
2107.9458 58.8475
2107.97856 36.8934
2108.01133 30.1345
2108.04409 35.7597
2108.07685 60.1906
2108.10961 98.7567
2108.14238 110.863
2108.17514 101.383
2108.2079 110.127
2108.24067 105.234
2108.27344 82.7028
2108.3062 82.6608
2108.33897 102.134
2108.37173 117.892
2108.4045 103.148
2108.43727 62.8008
2108.47004 35.4883
2108.50281 26.8067
2108.53558 25.8209
2108.56835 30.2069
2108.60112 48.4094
2108.63389 83.4004
2108.66666 98.9064
2108.69943 75.7826
2108.7322 55.7299
2108.76498 43.5627
2108.79775 35.7965
2108.83052 39.6902
2108.8633 68.2416
2108.89607 140.049
2108.92885 200.585
2108.96163 154.199
2108.9944 78.2485
2109.02718 42.7291
2109.05996 35.3752
2109.09274 40.2775
2109.12551 53.1749
2109.15829 72.4789
2109.19107 98.6596
2109.22385 99.2144
2109.25663 62.2184
2109.28942 33.9377
2109.3222 26.9876
2109.35498 28.291
2109.38776 30.9432
2109.42054 38.085
2109.45333 63.9901
2109.48611 100.517
2109.5189 137.53
2109.55168 1121.46
2109.58447 8611.07
2109.61726 20227.6
2109.65004 23894
2109.68283 25071.3
2109.71562 11216.9
2109.74841 1533.68
2109.78119 333.531
2109.81398 496.934
2109.84677 760.523
2109.87956 794.707
2109.91235 520.8
2109.94515 268.993
2109.97794 149.163
2110.01073 100.393
2110.04352 97.7057
2110.07632 114.369
2110.10911 102.239
2110.1419 64.5093
2110.1747 39.933
2110.2075 33.3834
2110.24029 34.5954
2110.27309 42.5353
2110.30588 73.0168
2110.33868 229.337
2110.37148 2828.58
2110.40428 21002.4
2110.43708 41698.9
2110.46988 20844.7
2110.50268 2632.06
2110.53548 111.707
2110.56828 38.9174
2110.60108 128.071
2110.63388 2560.31
2110.66669 20089.5
2110.69949 40176.9
2110.73229 20232.7
