# Obtained using Skycalc tool from ESO webpage
# Not including telescope emissivity
Wave[nm] Radiance[photons/s/m**2/micron/arsec**2]
841.497596 252.182
841.617818 252.245
841.738058 7210.91
841.858315 252.736
841.978589 252.627
842.09888 251.897
842.219188 253.652
842.339514 253.876
842.459857 254.143
842.580217 369.908
842.700594 391.644
842.820988 387.791
842.9414 526.623
843.061829 255.015
843.182275 255.304
843.302738 18736.6
843.423218 397.269
843.543716 256.398
843.664231 590.984
843.784763 283.527
843.905312 255.61
844.025879 256.796
844.146463 257.727
844.267064 257.518
844.387682 258.2
844.508317 257.748
844.62897 258.721
844.74964 258.589
844.870327 445.077
844.991031 259.442
845.111753 287.341
845.232492 259.812
845.353248 333.39
845.474021 6371.62
845.594812 338.223
845.71562 261.003
845.836445 261.275
845.957287 283.872
846.078147 261.788
846.199024 261.409
846.319918 341.549
846.44083 357.794
846.561758 262.59
846.682704 263.051
846.803668 16081.7
846.924648 263.556
847.045646 263.763
847.166661 263.914
847.287694 264.246
847.408744 264.552
847.529811 264.768
847.650895 665.259
847.771997 265.313
847.893116 265.552
848.014252 265.418
848.135405 265.908
848.256576 265.535
848.377764 266.554
848.49897 266.651
848.620193 267.081
848.741433 267.337
848.86269 267.266
848.983965 267.317
849.105257 267.906
849.226566 268.346
849.347893 268.31
849.469237 268.562
849.590599 4531.55
849.711977 529.569
849.833374 269.292
849.954787 398.044
850.076218 359.551
850.197666 270.012
850.319131 423.827
850.440614 442.173
850.562114 352.48
850.683632 8131.61
850.805167 271.058
850.926719 271.866
851.048289 272.129
851.169876 272.21
851.29148 272.605
851.413102 270.943
851.534741 272.766
851.656398 273.382
851.778071 273.415
851.899763 273.714
852.021471 274.082
852.143197 273.624
852.264941 495.72
852.386702 274.898
852.50848 274.807
852.630276 275.401
852.752089 275.535
852.873919 275.582
852.995767 276.182
853.117632 276.433
853.239515 276.416
853.361415 276.771
853.483332 277.199
853.605267 277.435
853.72722 277.241
853.849189 277.558
853.971176 278.137
854.093181 6862.77
854.215203 278.341
854.337243 277.948
854.459299 417.387
854.581374 279.491
854.703466 279.751
854.825575 279.651
854.947701 280.16
855.069845 2521.64
855.192007 1039.44
855.314186 280.953
855.436383 281.261
855.558596 281.101
855.680828 281.516
855.803077 281.825
855.925343 282.234
856.047627 282.471
856.169928 282.831
856.292247 283.074
856.414583 283.209
856.536937 283.528
856.659308 283.872
856.781696 284.133
856.904103 284.37
857.026526 284.634
857.148967 284.685
857.271426 285.019
857.393902 354.9
857.516396 285.335
857.638907 698.488
857.761435 389.414
857.883981 286.388
858.006545 376.147
858.129126 286.84
858.251725 286.972
858.374341 286.986
858.496975 287.229
858.619626 287.398
858.742294 287.551
858.864981 287.651
858.987684 688.676
859.110406 655.195
859.233145 287.927
859.355901 288.009
859.478675 288.335
859.601466 288.553
859.724275 288.647
859.847102 865.418
859.969946 875.271
860.092807 289.127
860.215687 289.268
860.338583 289.353
860.461498 289.542
860.58443 289.699
860.707379 354.481
860.830346 323.628
860.95333 290.122
861.076333 370.802
861.199352 324.072
861.32239 384.129
861.445444 361.376
861.568517 455.166
861.691607 472.507
861.814714 655.751
861.93784 625.34
862.060982 927.032
862.184143 808.327
862.307321 291.668
862.430516 1261.21
862.553729 1179.6
862.67696 1664.42
862.800209 1530.74
862.923475 292.342
863.046758 2070.81
863.170059 1734.6
863.293378 292.822
863.416715 2150.32
863.540069 1842.07
863.66344 293.276
863.78683 1984.54
863.910237 1477.01
864.033661 293.694
864.157103 1295.58
864.280563 712.766
864.404041 520.576
864.527536 313.92
864.651048 294.416
864.774579 294.539
864.898127 1842.84
865.021693 294.851
865.145276 294.987
865.268877 2281.93
865.392496 2382.26
865.516132 348.32
865.639786 2437.8
865.763458 2877.68
865.887147 348.9
866.010854 400.924
866.134579 2533.7
866.258321 3076.41
866.382081 296.426
866.505859 296.571
866.629654 2565.65
866.753467 2896.11
866.877298 296.996
867.001146 358.669
867.125013 2197.68
867.248896 1166.33
867.372798 1593.85
867.496717 297.715
867.620654 297.855
867.744609 1730.56
867.868581 1868.06
867.992571 298.287
868.116579 298.431
868.240605 1297.03
868.364648 1350.67
868.488709 298.859
868.612787 319.477
868.736884 299.146
868.860998 885.191
868.98513 960.197
869.10928 299.524
869.233447 299.677
869.357632 414.346
869.481835 517.804
869.606055 688.63
869.730294 300.286
869.85455 300.432
869.978823 457.73
870.103115 300.706
870.227424 734.883
870.351751 543.802
870.476096 316.516
870.600459 389.995
870.724839 301.424
870.849237 381.298
870.973653 691.211
871.098087 611.861
871.222539 301.995
871.347008 342.826
871.471495 335.618
871.596 302.435
871.720522 302.573
871.845063 316.587
871.969621 329.784
872.094197 323.363
872.218791 303.075
872.343402 303.166
872.468032 303.269
872.592679 303.364
872.717344 303.463
872.842027 303.558
872.966727 486.028
873.091446 303.759
873.216182 303.846
873.340936 303.956
873.465708 304.052
873.590498 304.152
873.715305 304.245
873.840131 304.279
873.964974 417.274
874.089835 304.539
874.214714 383.604
874.33961 453.785
874.464525 304.83
874.589457 393.433
874.714408 305.029
874.839376 305.128
874.964362 342.261
875.089366 305.27
875.214387 476.818
875.339427 305.521
875.464484 305.619
875.58956 305.717
875.714653 305.812
875.839764 305.91
875.964893 306.001
876.09004 4126.64
876.215204 2048.27
876.340387 10624.8
876.465587 2047.57
876.590805 785.412
876.716042 306.582
876.841296 4850.38
876.966568 306.765
877.091858 13989.7
877.217165 909.919
877.342491 362.045
877.467835 307.17
877.593196 307.276
877.718576 414.913
877.843973 6725.95
877.969388 307.577
878.094821 14860.8
878.220272 307.563
878.345741 307.831
878.471228 307.901
878.596733 308.065
878.722256 308.107
878.847797 308.189
878.973355 308.277
879.098932 308.457
879.224527 749.978
879.350139 6334.67
879.475769 308.65
879.601418 308.849
879.727084 308.947
879.852768 309.045
879.978471 309.143
880.104191 309.239
880.229929 309.089
880.355685 332.636
880.481459 347.924
880.607251 309.241
880.733061 309.667
880.858889 309.82
880.984735 309.928
881.110599 708.886
881.236481 884.741
881.362381 309.778
881.488299 310.218
881.614235 310.417
881.740189 310.516
881.866161 310.614
881.99215 310.71
882.118158 310.489
882.244184 310.239
882.370228 310.987
882.49629 310.938
882.62237 311.2
882.748468 4497.73
882.874584 311.398
883.000718 36635.2
883.12687 311.593
883.25304 391.035
883.379228 1021.74
883.505434 2460.25
883.631658 700.503
883.7579 501.043
883.88416 14804.5
884.010438 618.181
884.136734 312.163
884.263049 312.469
884.389381 312.574
884.515731 312.673
884.6421 312.77
884.768486 784.843
884.894891 401.031
885.021313 313.018
885.147754 2646.02
885.274213 2566.16
885.40069 313.297
885.527184 312.954
885.653697 341.546
885.780228 313.651
885.906777 313.487
886.033345 312.265
886.15993 322.189
886.286533 332.403
886.413154 640.681
886.539794 833.766
886.666452 327.121
886.793127 314.237
886.919821 1006.65
887.046533 10107.3
887.173263 314.405
887.300011 314.824
887.426777 327.548
887.553562 315.011
887.680364 315.131
887.807184 315.23
887.934023 315.274
888.06088 315.197
888.187755 312.513
888.314648 315.584
888.441559 315.028
888.568488 315.812
888.695436 377.729
888.822401 29430.4
888.949385 316.061
889.076387 504.698
889.203407 514.265
889.330445 316.415
889.457501 316.513
889.584576 316.41
889.711668 461.155
889.838779 602.178
889.965908 446.139
890.093055 316.56
890.22022 316.994
890.347404 315.995
890.474605 317.3
890.601825 12295.4
890.729063 527.005
890.856319 370.55
890.983593 316.565
891.110886 693.908
891.238196 594.416
891.365525 317.392
891.492872 318.093
891.620237 318.196
891.747621 375.899
891.875022 362.691
892.002442 315.53
892.12988 318.433
892.257337 31804.1
892.384811 599.471
892.512304 338.548
892.639814 454.643
892.767344 318.952
892.894891 572.907
893.022456 789.782
893.15004 342.864
893.277642 425.278
893.405262 336.092
893.532901 356.279
893.660557 435.467
893.788232 389.57
893.915925 461.6
894.043637 342.878
894.171367 411.512
894.299114 313.054
894.426881 334.942
894.554665 10695.6
894.682468 319.196
894.810289 331.053
894.938128 320.535
895.065985 325.304
895.193861 318.567
895.321755 318.739
895.449667 305.791
895.577598 320.442
895.705546 282.72
895.833513 337.198
895.961499 319.739
896.089502 26403.3
896.217524 364.166
896.345565 320.614
896.473623 283.955
896.6017 348.04
896.729795 357.652
896.857908 291.694
896.98604 321.414
897.11419 366.937
897.242358 401.071
897.370545 817.846
897.49875 313.625
897.626973 347.296
897.755215 358.448
897.883475 315.763
898.011753 449.622
898.14005 475.197
898.268364 266.03
898.396698 690.358
898.525049 525.533
898.653419 322.662
898.781807 761.071
898.910214 308.332
899.038639 7099.41
899.167082 292.736
899.295544 279.268
899.424024 668.191
899.552522 642.183
899.681039 323.402
899.809574 323.601
899.938127 323.862
900.066699 336.149
900.195289 312.188
900.323898 7291.99
900.452524 7430.42
900.58117 275.238
900.709833 314.345
900.838515 323.072
900.967216 284.744
901.095935 313.979
901.224672 323.232
901.353427 317.641
901.482201 285.077
901.610994 323.4
901.739805 324.552
901.868634 252.575
901.997481 294.196
902.126347 323.541
902.255232 324.887
902.384134 659.505
902.513056 274.707
902.641995 324.109
902.770953 294.795
902.89993 299.397
903.028925 384.321
903.157938 491.809
903.28697 385.051
903.41602 393.238
903.545089 326.822
903.674176 325.64
903.803281 325.592
903.932405 327.555
904.061548 3917.35
904.190709 324.18
904.319888 321.562
904.449086 320.125
904.578302 467.472
904.707537 328.068
904.83679 328.208
904.966062 322.049
905.095352 325.619
905.22466 7201.49
905.353987 350.099
905.483333 349.315
905.612697 346.425
905.742079 328.431
905.87148 442.337
906.0009 404.907
906.130338 340.024
906.259794 315.684
906.389269 338.02
906.518762 312.322
906.648274 567.605
906.777805 530.436
906.907354 329.343
907.036921 326.822
907.166507 648.672
907.296112 588.097
907.425735 268.704
907.555376 323.131
907.685036 316.019
907.814715 364.045
907.944412 330.504
908.074127 328.342
908.203862 309.849
908.333614 315.516
908.463385 333.191
908.593175 389.707
908.722983 329.401
908.85281 307.282
908.982656 267.655
909.11252 330.368
909.242402 351.797
909.372303 347.61
909.502223 2318.75
909.632161 532.742
909.762118 315.998
909.892093 364.145
910.022087 378.185
910.152099 372.332
910.28213 266.953
910.41218 329.615
910.542248 3621.16
910.672335 368.055
910.80244 293.728
910.932564 300.225
911.062707 315.43
911.192868 332.251
911.323047 346.924
911.453246 332.716
911.583463 330.642
911.713698 332.178
911.843952 324.59
911.974225 317.685
912.104516 255.216
912.234826 327.647
912.365155 332.413
912.495502 334.066
912.625868 326.41
912.756252 328.343
912.886655 332.713
913.017077 321.186
913.147517 313.136
913.277976 263.985
913.408454 328.206
913.53895 322.947
913.669465 434.516
913.799999 296.232
913.930551 351.206
914.061122 333.422
914.191711 391.638
914.322319 327.203
914.452946 333.419
914.583592 327.901
914.714256 341.387
914.844939 332.344
914.97564 400.836
915.10636 331.552
915.237099 321.612
915.367856 1171.1
915.498633 1063.81
915.629427 312.796
915.760241 435.088
915.891073 583.714
916.021924 335.396
916.152794 540.794
916.283682 1249.91
916.414589 1240.81
916.545515 331.749
916.676459 327.966
916.807422 337.45
916.938404 333.188
917.069405 315.647
917.200424 329.541
917.331462 333.869
917.462519 322.913
917.593594 308.017
917.724688 279.718
917.855801 346.177
917.986933 310.244
918.118083 327.543
918.249252 337.227
918.38044 329.039
918.511647 336.575
918.642872 309.556
918.774116 313.434
918.905379 336.115
919.036661 337.643
919.167961 339.47
919.29928 334.194
919.430618 334.142
919.561974 326.448
919.69335 338.275
919.824744 288.222
919.956157 338.847
920.087589 339.119
920.219039 363.816
920.350508 339.495
920.481996 340.633
920.613503 340.323
920.745029 364.798
920.876573 331.171
921.008136 332.225
921.139718 371.251
921.271319 373.11
921.402939 340.797
921.534577 330.678
921.666234 361.189
921.79791 334.46
921.929605 1436.32
922.061319 334.615
922.193051 341.296
922.324803 340.906
922.456573 335.303
922.588362 342.081
922.720169 1335.56
922.851996 1064.12
922.983841 342.176
923.115706 337.928
923.247589 333.093
923.379491 339.204
923.511411 334.891
923.643351 342.062
923.775309 326.315
923.907287 341.282
924.039283 329.135
924.171298 331.299
924.303332 336.996
924.435385 342.224
924.567456 334.567
924.699547 327.219
924.831656 324.879
924.963784 341.239
925.095932 343.68
925.228098 337.019
925.360282 323.96
925.492486 342.069
925.624709 338.411
925.75695 339.656
925.889211 342.951
926.02149 343.271
926.153788 338.158
926.286106 324.673
926.418442 333.669
926.550797 339.069
926.68317 344.232
926.815563 341.558
926.947975 343.107
927.080405 344.23
927.212855 337.308
927.345323 343.296
927.477811 338.25
927.610317 330.164
927.742842 337.497
927.875386 339.839
928.00795 336.756
928.140532 291.851
928.273133 312.076
928.405753 341.265
928.538391 338.892
928.671049 329.457
928.803726 313.53
928.936422 318.417
929.069136 332.021
929.20187 329.492
929.334623 325.851
929.467394 337.022
929.600185 335.138
929.732994 291.316
929.865823 340.59
929.99867 288.906
930.131537 328.092
930.264422 287.81
930.397326 283.311
930.53025 340.377
930.663192 275.059
930.796154 4744.7
930.929134 8230.27
931.062133 1439.13
931.195152 2122.15
931.328189 1150.67
931.461246 316.941
931.594321 20634.3
931.727415 278.964
931.860529 174.964
931.993661 901.429
932.126813 246.413
932.259983 324.111
932.393173 323.708
932.526381 3354.41
932.659609 16617.7
932.792855 136.898
932.926121 329.46
933.059406 242.789
933.192709 335.435
933.326032 446.264
933.459374 289.053
933.592735 199.012
933.726115 210.113
933.859514 262.605
933.992932 5363.14
934.126369 213.693
934.259825 261.061
934.3933 315.655
934.526795 124.414
934.660308 107.27
934.79384 150.448
934.927392 301.783
935.060962 344.882
935.194552 361.59
935.328161 317.406
935.461789 330.924
935.595436 145.24
935.729102 162.846
935.862787 322.219
935.996491 159.498
936.130214 155.092
936.263957 326.56
936.397718 314.167
936.531499 336.036
936.665299 313.582
936.799118 233.924
936.932956 206.434
937.066813 329.28
937.200689 180.721
937.334585 204.593
937.468499 209.286
937.602433 326.834
937.736385 4228.32
937.870357 40419.3
938.004348 169.768
938.138359 307.78
938.272388 249.881
938.406436 143.893
938.540504 1664.59
938.674591 329.472
938.808697 333.816
938.942822 460.084
939.076966 310.304
939.21113 349.498
939.345312 341.611
939.479514 315.721
939.613735 346.544
939.747975 336.425
939.882234 333.185
940.016513 941.624
940.15081 265.634
940.285127 311.134
940.419463 6248.85
940.553819 324.202
940.688193 315.061
940.822587 340.308
940.957 315.538
941.091432 333.2
941.225883 264.057
941.360353 252.112
941.494843 338.621
941.629352 316.398
941.76388 349.545
941.898427 544.48
942.032994 221.436
942.167579 4775.34
942.302184 4652.28
942.436809 2162.68
942.571452 347.289
942.706115 342.259
942.840797 309.085
942.975498 140.441
943.110218 161.073
943.244958 295.054
943.379717 261.214
943.514495 347.815
943.649292 350.277
943.784109 349.444
943.918945 334.206
944.0538 164.74
944.188675 27471.3
944.323568 98.2335
944.458481 332.05
944.593414 231.68
944.728365 314.054
944.863336 284.916
944.998326 946.332
945.133336 323.675
945.268364 300.472
945.403412 350.559
945.53848 346.615
945.673566 210.886
945.808672 261.872
945.943797 265.945
946.078942 11831.9
946.214105 215.855
946.349289 159.873
946.484491 325.417
946.619713 343.447
946.754954 300.198
946.890214 343.838
947.025494 318.707
947.160793 214.781
947.296111 315.364
947.431449 378.815
947.566806 348.414
947.702182 252.219
947.837578 290.852
947.972993 27265.7
948.108427 423.876
948.243881 220.829
948.379354 174.249
948.514847 252.314
948.650358 348.525
948.78589 339.162
948.92144 324.87
949.05701 334.453
949.192599 350.398
949.328208 356.314
949.463836 345.116
949.599483 226.368
949.73515 199.366
949.870836 336.959
950.006542 241.058
950.142267 319.818
950.278011 212.536
950.413775 139.82
950.549558 10092.4
950.68536 350.44
950.821182 327.561
950.957023 357.073
951.092884 353.712
951.228764 357.164
951.364664 339.462
951.500583 344.504
951.636521 355.929
951.772479 343.734
951.908456 230.369
952.044453 281.453
952.180469 16950.6
952.316504 331.702
952.452559 178.563
952.588634 313.023
952.724727 289.759
952.860841 349.96
952.996973 320.002
953.133125 248.854
953.269297 336.977
953.405488 331.883
953.541699 349.336
953.677929 352.85
953.814178 263.096
953.950447 333.328
954.086735 325.694
954.223043 360.216
954.35937 294.385
954.495717 355.561
954.632084 179.431
954.768469 306.138
954.904875 316.305
955.041299 356.779
955.177743 329.699
955.314207 340.957
955.45069 3958.55
955.587193 2912.73
955.723715 293.844
955.860257 322.784
955.996818 239.45
956.133399 331.953
956.269999 364.158
956.406619 362.737
956.543258 295.318
956.679917 300.986
956.816595 280.419
956.953293 12229.7
957.090011 2177.47
957.226747 332.828
957.363504 295.597
957.50028 356.933
957.637075 366.279
957.77389 358.617
957.910725 346.327
958.047579 363.243
958.184453 317.048
958.321346 233.812
958.458259 308.057
958.595191 362.617
958.732143 362.744
958.869115 345.937
959.006106 336.142
959.143117 247.224
959.280147 301.399
959.417197 287.642
959.554266 304.269
959.691355 306.289
959.828464 360.234
959.965592 335.341
960.10274 300.941
960.239907 353.842
960.377094 352.871
960.5143 368.75
960.651526 343.988
960.788772 271.293
960.926038 332.083
961.063322 3254.93
961.200627 343.063
961.337951 339.064
961.475295 369.04
961.612658 355.863
961.750042 296.502
961.887444 362.671
962.024867 331.624
962.162308 359.44
962.29977 3477.69
962.437251 1479.6
962.574752 315.666
962.712273 347.046
962.849813 284.993
962.987373 363.776
963.124952 345.492
963.262551 365.542
963.40017 371.81
963.537808 371.423
963.675466 368.03
963.813144 337.588
963.950842 266.458
964.088559 330.289
964.226295 354.388
964.364052 339.016
964.501828 370.018
964.639624 363.547
964.777439 263.759
964.915275 324.765
965.053129 366.126
965.191004 356.75
965.328898 367.968
965.466812 383.295
965.604746 527.069
965.742699 355.013
965.880672 459.372
966.018665 351.454
966.156678 1201.6
966.29471 333.476
966.432762 311.888
966.570834 747.663
966.708925 333.688
966.847036 370.152
966.985167 351.084
967.123318 4814.23
967.261488 318.103
967.399678 356.541
967.537888 376.392
967.676118 2042
967.814367 376.21
967.952636 376.574
968.090925 376.87
968.229233 1477.21
968.367562 1447.2
968.50591 9691.49
968.644278 374.936
968.782665 376.241
968.921073 369.617
969.0595 374.775
969.197947 374.535
969.336414 4770.03
969.4749 359.757
969.613406 377.207
969.751932 371.03
969.890478 378.294
970.029044 371.904
970.16763 19877.3
970.306235 367.101
970.44486 328.767
970.583505 379.036
970.722169 378.771
970.860854 376.714
970.999558 379.631
971.138282 358.799
971.277026 378.91
971.41579 8501.11
971.554574 377.884
971.693377 376.382
971.8322 324.274
971.971044 378.575
972.109906 380.318
972.248789 25278.2
972.387692 379.701
972.526614 353.495
972.665557 354.78
972.804519 374.329
972.943501 376.097
973.082503 373.66
973.221524 379.84
973.360566 361.354
973.499627 381.348
973.638709 380.303
973.77781 700.381
973.916931 327.213
974.056072 9370.83
974.195233 379.292
974.334413 381.278
974.473614 377.927
974.612834 310.382
974.752075 714.741
974.891335 725.455
975.030615 380.271
975.169915 320.493
975.309235 379.5
975.448575 382.72
975.587935 350.225
975.727314 369.33
975.866714 372.829
976.006133 320.928
976.145573 372.64
976.285032 383.306
976.424511 371.963
976.56401 333.437
976.70353 377.995
976.843069 364.078
976.982628 384.213
977.122207 375.471
977.261805 384.539
977.401424 384.703
977.541063 383.981
977.680722 363.826
977.8204 383.431
977.960099 370.82
978.099817 382.42
978.239556 363.698
978.379314 383.936
978.519093 331.858
978.658891 384.177
978.79871 384.691
978.938548 371.787
979.078406 385.165
979.218285 7420.89
979.358183 57324.6
979.498101 379.681
979.63804 344.344
979.777998 381.326
979.917976 2557.91
980.057975 385.705
980.197993 22623
980.338031 384.287
980.478089 349.575
980.618168 372.696
980.758266 385.892
980.898384 386.824
981.038523 1296.44
981.178681 385.294
981.31886 386.761
981.459058 7702.57
981.599276 378.224
981.739515 387.931
981.879773 459.454
982.020052 461.994
982.160351 387.886
982.300669 388.894
982.441008 381.617
982.581367 387.487
982.721745 647.776
982.862144 360.185
983.002563 387.973
983.143002 2341.04
983.283461 388.839
983.42394 373.681
983.564439 389.134
983.704959 389.964
983.845498 386.977
983.986057 389.719
984.126637 389.499
984.267236 388.305
984.407856 390.43
984.548496 381.066
984.689156 456.273
984.829836 388.682
984.970536 388.508
985.111256 15585.9
985.251996 387.626
985.392756 389.208
985.533537 390.163
985.674337 391.135
985.815158 391.192
985.955999 389.269
986.09686 391.856
986.237741 391.962
986.378642 391.223
986.519563 392.341
986.660505 392.227
986.801466 390.621
986.942448 392.093
987.08345 390.3
987.224472 407.219
987.365514 390.847
987.506576 50000.7
987.647659 385.406
987.788761 392.061
987.929884 393.397
988.071027 391.308
988.21219 392.678
988.353373 393.532
988.494577 393.884
988.6358 393.933
988.777044 402.751
988.918308 404.483
989.059592 393.828
989.200897 394.125
989.342221 394.228
989.483566 394.241
989.624931 393.601
989.766316 18564.7
989.907721 410.198
990.049146 396.47
990.190592 390.645
990.332058 399.369
990.473544 400.642
990.615051 395.47
990.756577 395.036
990.898124 395.663
991.039691 394.776
991.181278 395.33
991.322885 395.313
991.464513 395.823
991.606161 396.148
991.747829 51339
991.889518 396.327
992.031226 396.611
992.172955 396.253
992.314704 395.763
992.456474 396.94
992.598263 396.603
992.740073 397.07
992.881903 393.576
993.023754 395.592
993.165624 396.588
993.307515 397.154
993.449426 397.486
993.591358 397.715
993.73331 398.844
993.875282 397.798
994.017274 398.174
994.159287 398.06
994.30132 398.067
994.443373 17596.9
994.585446 398.614
994.72754 7129.85
