# Obtained using Skycalc tool from ESO webpage
# Not including telescope emissivity
Wave[nm] Radiance[photons/s/m**2/micron/arsec**2]
1170 268.016
1170.46401 650.492
1170.9282 3076.24
1171.39258 7623.05
1171.85714 7618.43
1172.32189 3073.46
1172.78682 662.07
1173.25193 356.236
1173.71723 337.359
1174.18272 335.774
1174.64838 344.475
1175.11424 345.332
1175.58028 346.328
1176.0465 465.709
1176.51291 1312.28
1176.9795 2274.18
1177.44628 1303.2
1177.91324 686.893
1178.38039 2273.02
1178.84772 4215.56
1179.31524 2269.77
1179.78294 564.033
1180.25083 330.578
1180.71891 322.374
1181.18717 313.215
1181.65561 300.183
1182.12424 298.89
1182.59306 308.193
1183.06207 313.736
1183.53126 313.812
1184.00063 346.883
1184.47019 622.217
1184.93994 945.854
1185.40988 628.456
1185.88 418.567
1186.3503 910.525
1186.8208 1517.19
1187.29148 901.045
1187.76235 356.552
1188.2334 279.671
1188.70464 281.101
1189.17607 282.886
1189.64768 283.551
1190.11948 281.68
1190.59147 279.56
1191.06365 277.542
1191.53601 276.119
1192.00856 274.174
1192.4813 273.38
1192.95423 280.36
1193.42734 352.23
1193.90064 440.434
1194.37413 370.408
1194.8478 421.564
1195.32167 558.669
1195.79572 486.014
1196.26996 967.474
1196.74439 2069.52
1197.219 2938.74
1197.69381 4231.67
1198.1688 6373.66
1198.64398 7982.55
1199.11935 3978.56
1199.59491 2989.28
1200.07065 9426.65
1200.54659 13895.7
1201.02271 6486.15
1201.49903 1319.79
1201.97553 3503.4
1202.45222 11764.2
1202.9291 16062.1
1203.40617 7247.65
1203.88343 1096.44
1204.36087 308.774
1204.83851 537.776
1205.31634 2570.06
1205.79435 4919.27
1206.27256 2564.06
1206.75095 501.669
1207.22954 213.652
1207.70831 203.221
1208.18727 201.672
1208.66643 200.885
1209.14577 200.135
1209.62531 200.688
1210.10503 201.042
1210.58495 265.84
1211.06505 2275.6
1211.54535 16941.6
1212.02583 34854.3
1212.50651 20967.6
1212.98738 11062
1213.46843 13520.6
1213.94968 6578.13
1214.43112 1488.02
1214.91275 2873.64
1215.39457 4830.02
1215.87659 2430.42
1216.35879 485.724
1216.84119 379.913
1217.32377 1089.44
1217.80655 1723.38
1218.28952 938.265
1218.77268 717.612
1219.25603 3682.36
1219.73958 7190.91
1220.22331 3758.42
1220.70724 853.592
1221.19136 603.852
1221.67567 432.236
1222.16017 1668.85
1222.64487 11835.6
1223.12976 23482.5
1223.61484 11842.5
1224.10011 1683.14
1224.58557 858.324
1225.07123 4846.3
1225.55708 9361.58
1226.04312 4755.43
1226.52936 755.431
1227.01579 252.093
1227.50241 1814.21
1227.98922 13230.7
1228.47623 26285.2
1228.96343 13254.7
1229.45083 1839.12
1229.93841 242.364
1230.42619 182.644
1230.91417 195.35
1231.40234 654.094
1231.8907 3972.84
1232.37925 7765.71
1232.868 3971.4
1233.35694 652.352
1233.84608 230.984
1234.33541 1356.83
1234.82493 9590.14
1235.31465 19000.6
1235.80456 9587.56
1236.29467 1351.2
1236.78497 210.661
1237.27547 173.626
1237.76616 172.947
1238.25704 172.786
1238.74812 181.735
1239.2394 460.552
1239.73087 2473.96
1240.22253 4775.12
1240.71439 2494.9
1241.20644 1101.4
1241.69869 5292.32
1242.19114 10394.6
1242.68378 5289.85
1243.17661 817.485
1243.66964 206.884
1244.16287 204.224
1244.65629 225.085
1245.14991 252.954
1245.64372 225.474
1246.13773 283.415
1246.63193 388.717
1247.12633 442.981
1247.62093 1501.68
1248.11572 2805.9
1248.61071 1564.45
1249.1059 1146.38
1249.60128 3411.56
1250.09686 5135.9
1250.59264 3371.78
1251.08861 2411.44
1251.58478 1353.92
1252.08114 1826.03
1252.5777 3244.04
1253.07446 1944.89
1253.57142 2297.17
1254.06857 4050.72
1254.56592 2328.6
1255.06347 2216.21
