# Obtained using Skycalc tool from ESO webpage
# Water vapour content 2.5 mm
Wave[nm] Transmission[no-units]
1950 0.146079
1950.05572 0.535455
1950.11143 0.621305
1950.16715 0.625085
1950.22287 0.838588
1950.27859 0.885238
1950.33431 0.863935
1950.39004 0.653845
1950.44577 0.176481
1950.50149 0.24199
1950.55722 0.70994
1950.61295 0.839177
1950.66869 0.799928
1950.72442 0.626028
1950.78016 0.512423
1950.83589 0.470922
1950.89163 0.186885
1950.94737 0.158204
1951.00312 0.489955
1951.05886 0.773982
1951.1146 0.873948
1951.17035 0.887713
1951.2261 0.835073
1951.28185 0.418079
1951.3376 0.372487
1951.39335 0.797296
1951.44911 0.882746
1951.50487 0.904276
1951.56062 0.88215
1951.61638 0.884773
1951.67215 0.825028
1951.72791 0.378105
1951.78367 0.304077
1951.83944 0.769854
1951.89521 0.785822
1951.95098 0.811706
1952.00675 0.8092
1952.06252 0.738315
1952.11829 0.597343
1952.17407 0.15443
1952.22985 0.109333
1952.28562 0.636214
1952.3414 0.782216
1952.39719 0.737918
1952.45297 0.806156
1952.50876 0.678918
1952.56454 0.344575
1952.62033 0.157353
1952.67612 0.0584165
1952.73191 0.480788
1952.78771 0.719196
1952.8435 0.808254
1952.8993 0.851505
1952.95509 0.834476
1953.01089 0.765406
1953.06669 0.538845
1953.1225 0.131044
1953.1783 0.0963938
1953.23411 0.08235
1953.28992 0.0111921
1953.34572 0.00840385
1953.40153 0.164573
1953.45735 0.536893
1953.51316 0.622087
1953.56898 0.412898
1953.62479 0.0296854
1953.68061 0.364664
1953.73643 0.593601
1953.79225 0.718602
1953.84808 0.817506
1953.9039 0.822888
1953.95973 0.786909
1954.01556 0.591877
1954.07139 0.198893
1954.12722 0.0580624
1954.18305 0.400037
1954.23889 0.497124
1954.29472 0.200639
1954.35056 0.0109161
1954.4064 0.2052
1954.46224 0.527575
1954.51808 0.515555
1954.57393 0.15988
1954.62977 0.0670154
1954.68562 0.39161
1954.74147 0.710072
1954.79732 0.79609
1954.85317 0.748161
1954.90903 0.724238
1954.96488 0.591785
1955.02074 0.507314
1955.0766 0.154821
1955.13246 0.052228
1955.18832 0.392697
1955.24418 0.413856
1955.30005 0.595758
1955.35591 0.606493
1955.41178 0.421409
1955.46765 0.0640419
1955.52352 0.223989
1955.5794 0.145749
1955.63527 0.0294783
1955.69115 0.319084
1955.74702 0.489726
1955.8029 0.144403
1955.85878 0.553862
1955.91467 0.73434
1955.97055 0.576548
1956.02644 0.592143
1956.08232 0.291036
1956.13821 0.00910485
1956.1941 0.202767
1956.24999 0.450642
1956.30589 0.537441
1956.36178 0.449634
1956.41768 0.078069
1956.47358 0.151859
1956.52948 0.480036
1956.58538 0.414504
1956.64128 0.0794715
1956.69719 0.0475948
1956.7531 0.428686
1956.809 0.670103
1956.86491 0.669646
1956.92082 0.401619
1956.97674 0.409847
1957.03265 0.590061
1957.08857 0.594319
1957.14448 0.298668
1957.2004 0.0172964
1957.25632 0.0102573
1957.31225 0.155585
1957.36817 0.570063
1957.4241 0.726791
1957.48002 0.777527
1957.53595 0.755297
1957.59188 0.571959
1957.64782 0.580622
1957.70375 0.265198
1957.75968 0.00833842
1957.81562 0.166892
1957.87156 0.109523
1957.9275 0.436622
1957.98344 0.499979
1958.03938 0.258119
1958.09533 0.214934
1958.15128 0.641392
1958.20722 0.576041
1958.26317 0.202566
1958.31912 0.0121829
1958.37508 0.136162
1958.43103 0.338104
1958.48699 0.61075
1958.54294 0.756142
1958.5989 0.794619
1958.65486 0.646862
1958.71083 0.246889
1958.76679 0.521703
1958.82276 0.299028
1958.87872 0.0146315
1958.93469 0.278925
1958.99066 0.580094
1959.04663 0.622826
1959.10261 0.411893
1959.15858 0.0792145
1959.21456 0.0715387
1959.27054 0.399616
1959.32652 0.550711
1959.3825 0.316268
1959.43848 0.0287137
1959.49447 0.00875265
1959.55045 0.265941
1959.60644 0.559824
1959.66243 0.660945
1959.71842 0.817077
1959.77442 0.852882
1959.83041 0.873399
1959.88641 0.853901
1959.9424 0.727827
1959.9984 0.281302
1960.0544 0.21085
1960.11041 0.596382
1960.16641 0.801034
1960.22242 0.877757
1960.27842 0.904142
1960.33443 0.777122
1960.39044 0.886236
1960.44645 0.900497
1960.50247 0.893499
1960.55848 0.744124
1960.6145 0.280731
1960.67052 0.589239
1960.72654 0.82877
1960.78256 0.80029
1960.83858 0.622191
1960.89461 0.538494
1960.95063 0.167533
1961.00666 0.0432416
1961.06269 0.34465
1961.11872 0.295322
1961.17475 0.640382
1961.23079 0.841071
1961.28682 0.886238
1961.34286 0.8908
1961.3989 0.865967
1961.45494 0.705351
1961.51098 0.190223
1961.56703 0.475311
1961.62307 0.814514
1961.67912 0.88815
1961.73517 0.842
1961.79122 0.837626
1961.84727 0.896108
1961.90333 0.855269
1961.95938 0.759784
1962.01544 0.588906
1962.0715 0.100172
1962.12756 0.0303644
1962.18362 0.374827
1962.23968 0.729468
1962.29575 0.767763
1962.35181 0.814315
1962.40788 0.873085
1962.46395 0.802955
1962.52002 0.811472
1962.57609 0.769819
1962.63217 0.481767
1962.68824 0.140668
1962.74432 0.0291199
1962.8004 0.0165927
1962.85648 0.247506
1962.91256 0.629516
1962.96865 0.766997
1963.02473 0.803232
1963.08082 0.74295
1963.13691 0.741075
1963.193 0.662378
1963.24909 0.493527
1963.30519 0.151743
1963.36128 0.00257113
