# Obtained using Skycalc tool from ESO webpage
# Water vapour content 2.5 mm
Wave[nm] Transmission[no-units]
1450 0.830569
1450.04833 0.810395
1450.09667 0.583555
1450.14501 0.152086
1450.19335 0.237876
1450.24169 0.351725
1450.29003 0.0468786
1450.33837 0.291164
1450.38672 0.577684
1450.43507 0.576102
1450.48341 0.454699
1450.53176 0.211623
1450.58012 0.0151712
1450.62847 0.000407397
1450.67682 0.000890355
1450.72518 0.06415
1450.77354 0.300722
1450.8219 0.227339
1450.87026 0.531474
1450.91862 0.485045
1450.96699 0.216322
1451.01536 0.364113
1451.06372 0.37068
1451.11209 0.0452483
1451.16046 0.0186337
1451.20884 0.278709
1451.25721 0.321014
1451.30559 0.308592
1451.35397 0.756478
1451.40234 0.859691
1451.45073 0.873616
1451.49911 0.887823
1451.54749 0.902622
1451.59588 0.881333
1451.64426 0.924241
1451.69265 0.924394
1451.74104 0.862532
1451.78944 0.722729
1451.83783 0.57895
1451.88623 0.814618
1451.93462 0.627332
1451.98302 0.687182
1452.03142 0.846593
1452.07982 0.805511
1452.12823 0.623102
1452.17663 0.343208
1452.22504 0.0284265
1452.27345 0.102926
1452.32186 0.515202
1452.37027 0.757152
1452.41868 0.846305
1452.4671 0.88431
1452.51551 0.911858
1452.56393 0.921501
1452.61235 0.927614
1452.66077 0.928182
1452.70919 0.922226
1452.75762 0.907403
1452.80604 0.878752
1452.85447 0.803407
1452.9029 0.571504
1452.95133 0.110107
1452.99977 0.134536
1453.0482 0.599289
1453.09664 0.80584
1453.14507 0.779921
1453.19351 0.777309
1453.24195 0.900376
1453.29039 0.901749
1453.33884 0.920405
1453.38728 0.933581
1453.43573 0.859484
1453.48418 0.729854
1453.53263 0.81022
1453.58108 0.920825
1453.62954 0.934179
1453.67799 0.931434
1453.72645 0.956643
1453.77491 0.953844
1453.82337 0.962719
1453.87183 0.965228
1453.92029 0.955089
1453.96875 0.95015
1454.01722 0.925593
1454.06569 0.695039
1454.11416 0.847587
1454.16263 0.940151
1454.2111 0.948296
1454.25958 0.9377
1454.30805 0.90988
1454.35653 0.820873
1454.40501 0.335968
1454.45349 0.502336
1454.50197 0.829827
1454.55046 0.92709
1454.59894 0.945361
1454.64743 0.949981
1454.69592 0.946969
1454.74441 0.944153
1454.7929 0.934041
1454.8414 0.899504
1454.88989 0.69398
1454.93839 0.78669
1454.98689 0.813057
1455.03539 0.871073
1455.08389 0.85483
1455.1324 0.798023
1455.1809 0.684366
1455.22941 0.447091
1455.27792 0.105577
1455.32643 0.000543458
1455.37494 0.0702917
1455.42345 0.395569
1455.47197 0.655188
1455.52048 0.772974
1455.569 0.833026
1455.61752 0.850733
1455.66604 0.74924
1455.71456 0.849115
1455.76309 0.915144
1455.81162 0.888136
1455.86014 0.918676
1455.90867 0.924946
1455.9572 0.718862
1456.00574 0.825582
1456.05427 0.940383
1456.10281 0.926454
1456.15134 0.854227
1456.19988 0.442006
1456.24842 0.765764
1456.29697 0.914877
1456.34551 0.879637
1456.39406 0.912732
1456.4426 0.735309
1456.49115 0.806383
1456.5397 0.945518
1456.58826 0.955212
1456.63681 0.961845
1456.68536 0.957964
1456.73392 0.931999
1456.78248 0.890913
1456.83104 0.932303
1456.8796 0.837089
1456.92817 0.443197
1456.97673 0.660965
1457.0253 0.888752
1457.07387 0.819665
1457.12244 0.93132
1457.17101 0.947074
1457.21958 0.938449
1457.26816 0.833649
1457.31673 0.342935
1457.36531 0.80595
1457.41389 0.934736
1457.46247 0.944437
1457.51105 0.938377
1457.55964 0.919551
1457.60822 0.869413
1457.65681 0.682251
1457.7054 0.236231
1457.75399 0.0873066
1457.80258 0.57396
1457.85118 0.831171
1457.89977 0.886344
1457.94837 0.929783
1457.99697 0.925946
1458.04557 0.948203
1458.09417 0.959698
1458.14278 0.93085
1458.19138 0.957521
1458.23999 0.952222
1458.2886 0.967015
1458.33721 0.96352
1458.38582 0.9553
1458.43444 0.891662
1458.48305 0.718342
1458.53167 0.930917
1458.58029 0.954127
1458.62891 0.912558
1458.67753 0.677756
1458.72615 0.889255
1458.77478 0.958186
1458.8234 0.967438
1458.87203 0.96666
1458.92066 0.92601
1458.96929 0.872168
1459.01793 0.93297
1459.06656 0.895742
1459.1152 0.682412
1459.16384 0.922456
1459.21248 0.961472
1459.26112 0.962944
1459.30976 0.937145
1459.3584 0.753624
1459.40705 0.900843
1459.4557 0.961431
1459.50435 0.966507
1459.553 0.965745
1459.60165 0.963734
1459.6503 0.940666
1459.69896 0.921335
1459.74762 0.919634
1459.79628 0.706014
1459.84494 0.787747
1459.8936 0.801503
1459.94226 0.755232
1459.99093 0.907932
1460.0396 0.913361
1460.08827 0.894249
1460.13694 0.856221
1460.18561 0.77596
1460.23428 0.589781
1460.28296 0.215808
1460.33163 0.00527169
1460.38031 0.110129
1460.42899 0.492463
1460.47767 0.722684
1460.52636 0.665451
1460.57504 0.750057
1460.62373 0.896339
1460.67242 0.909783
1460.72111 0.909668
1460.7698 0.900535
1460.81849 0.917974
1460.86719 0.876672
1460.91588 0.935544
1460.96458 0.942939
1461.01328 0.934818
1461.06198 0.891709
1461.11069 0.878143
1461.15939 0.816541
1461.2081 0.574642
1461.2568 0.0942035
1461.30551 0.267858
1461.35422 0.718005
1461.40294 0.854159
1461.45165 0.842296
1461.50037 0.568142
1461.54908 0.808292
1461.5978 0.916927
1461.64652 0.821601
1461.69525 0.648268
1461.74397 0.790479
1461.7927 0.561825
1461.84142 0.883122
1461.89015 0.939408
1461.93888 0.945513
1461.98761 0.941829
1462.03635 0.781192
1462.08508 0.83456
1462.13382 0.944044
1462.18256 0.943084
1462.2313 0.947597
1462.28004 0.962913
1462.32878 0.966546
1462.37753 0.96438
1462.42628 0.954838
1462.47503 0.860655
1462.52378 0.901951
1462.57253 0.780626
1462.62128 0.717489
1462.67003 0.835717
1462.71879 0.928578
1462.76755 0.932846
1462.81631 0.915969
1462.86507 0.850991
1462.91383 0.482491
1462.9626 0.540857
1463.01136 0.690454
1463.06013 0.398498
1463.1089 0.604168
1463.15767 0.361266
1463.20645 0.0407609
1463.25522 0.018101
1463.304 0.286654
1463.35277 0.613183
1463.40155 0.65648
1463.45033 0.451514
1463.49912 0.770311
1463.5479 0.881686
1463.59669 0.911514
