# Obtained using Skycalc tool from ESO webpage
# Water vapour content 2.5 mm
Wave[nm] Transmission[no-units]
870 0.715176
870.120943 0.943745
870.241902 0.97233
870.362878 0.973238
870.483871 0.973261
870.604881 0.973277
870.725907 0.973278
870.846951 0.973273
870.968011 0.973267
871.089088 0.973281
871.210182 0.973307
871.331293 0.97333
871.45242 0.973348
871.573565 0.973364
871.694726 0.973377
871.815904 0.973391
871.937099 0.973398
872.058311 0.973409
872.17954 0.973424
872.300785 0.973438
872.422047 0.973447
872.543327 0.973459
872.664623 0.973467
872.785936 0.973479
872.907265 0.973493
873.028612 0.9735
873.149976 0.973503
873.271356 0.973522
873.392753 0.97354
873.514168 0.973546
873.635599 0.97351
873.757046 0.973464
873.878511 0.973518
873.999993 0.97357
874.121492 0.973594
874.243007 0.973605
874.364539 0.9736
874.486089 0.973591
874.607655 0.973613
874.729238 0.97364
874.850838 0.973651
874.972455 0.973626
875.094088 0.97359
875.215739 0.973636
875.337407 0.973689
875.459091 0.973709
875.580793 0.973718
875.702511 0.973723
875.824246 0.973717
875.945998 0.973659
876.067767 0.973586
876.189553 0.973627
876.311356 0.973681
876.433176 0.973733
876.555013 0.97376
876.676867 0.97377
876.798738 0.973791
876.920625 0.973789
877.04253 0.973768
877.164451 0.973743
877.28639 0.973736
877.408345 0.97379
877.530318 0.973829
877.652307 0.973851
877.774313 0.973875
877.896336 0.97389
878.018377 0.973876
878.140434 0.973736
878.262508 0.973555
878.384599 0.973658
878.506707 0.973778
878.628832 0.973831
878.750974 0.973775
878.873133 0.973723
878.995309 0.973802
879.117502 0.973923
879.239712 0.973968
879.361939 0.973913
879.484183 0.973845
879.606444 0.973931
879.728722 0.974007
879.851017 0.974024
879.973329 0.974009
880.095658 0.973849
880.218004 0.973664
880.340367 0.973819
880.462747 0.973729
880.585144 0.973449
880.707558 0.973709
880.829989 0.973952
880.952437 0.974046
881.074902 0.974054
881.197384 0.973966
881.319883 0.973654
881.442399 0.97331
881.564933 0.973731
881.687483 0.974093
881.81005 0.974146
881.932634 0.974094
882.055236 0.973765
882.177854 0.973113
882.300489 0.972924
882.423142 0.973507
882.545811 0.973956
882.668498 0.974138
882.791202 0.974204
882.913922 0.974218
883.03666 0.974215
883.159415 0.974111
883.282187 0.973698
883.404976 0.97337
883.527782 0.973798
883.650605 0.973878
883.773445 0.973548
883.896302 0.973752
884.019176 0.973951
884.142068 0.973939
884.264976 0.974131
884.387902 0.97428
884.510844 0.974307
884.633804 0.974281
884.756781 0.974082
884.879775 0.973847
885.002786 0.974043
885.125814 0.97426
885.248859 0.97423
885.371922 0.973863
885.495001 0.973503
885.618098 0.973941
885.741211 0.974136
885.864342 0.972905
885.98749 0.970714
886.110655 0.971004
886.233837 0.97317
886.357036 0.974256
886.480253 0.974403
886.603486 0.974267
886.726737 0.973492
886.850005 0.972688
886.97329 0.973386
887.096592 0.973893
887.219911 0.974097
887.343247 0.974232
887.466601 0.974204
887.589971 0.974352
887.713359 0.974461
887.836764 0.974361
887.960186 0.973856
888.083625 0.971889
888.207082 0.969857
888.330555 0.971734
888.454046 0.973207
888.577554 0.974013
888.701079 0.974478
888.824621 0.974511
888.948181 0.974458
889.071757 0.974464
889.195351 0.9745
889.318962 0.974543
889.44259 0.974432
889.566235 0.974038
889.689898 0.973727
889.813577 0.973432
889.937274 0.972918
890.060988 0.97333
890.18472 0.972891
890.308468 0.972426
890.432234 0.973648
890.556017 0.974526
890.679817 0.974613
890.803634 0.974201
890.927469 0.973403
891.05132 0.973355
891.175189 0.973861
891.299076 0.973861
891.422979 0.974123
891.5469 0.97449
891.670837 0.97419
891.794793 0.97322
891.918765 0.97161
892.042754 0.969933
892.166761 0.971246
892.290785 0.972765
892.414826 0.973733
892.538885 0.974241
892.662961 0.974348
892.787054 0.973757
892.911164 0.972337
893.035291 0.968317
893.159436 0.96045
893.283598 0.960643
893.407777 0.967487
893.531974 0.96695
893.656188 0.962149
893.780419 0.967405
893.904667 0.972902
894.028933 0.973598
894.153216 0.969146
894.277516 0.962714
894.401833 0.963913
894.526168 0.965135
894.65052 0.967801
894.774889 0.963006
894.899276 0.953452
895.02368 0.95849
895.148101 0.960139
895.272539 0.959258
895.396995 0.953002
895.521468 0.944153
895.645959 0.928076
895.770466 0.925144
895.894991 0.950514
896.019534 0.961871
896.144093 0.961419
896.26867 0.963368
896.393264 0.940114
896.517876 0.898826
896.642505 0.894129
896.767151 0.900009
896.891815 0.923835
897.016495 0.956287
897.141194 0.963842
897.265909 0.930219
897.390642 0.885707
897.515392 0.911036
897.64016 0.930444
897.764945 0.932351
897.889747 0.949375
898.014566 0.961776
898.139403 0.931127
898.264258 0.886658
898.389129 0.922387
898.514018 0.962709
898.638925 0.967645
898.763849 0.936132
898.88879 0.858717
899.013748 0.814869
899.138724 0.850071
899.263717 0.844972
899.388728 0.808142
899.513756 0.877357
899.638801 0.949561
899.763864 0.969924
899.888944 0.97238
900.014041 0.964353
900.139156 0.912775
900.264289 0.851666
900.389438 0.896141
900.514605 0.914494
900.63979 0.885655
900.764992 0.919081
900.890211 0.926848
901.015448 0.909564
901.140702 0.930966
901.265973 0.932385
901.391262 0.907196
901.516569 0.932956
901.641893 0.953287
901.767234 0.900709
901.892592 0.828616
902.017968 0.888495
902.143362 0.954506
902.268773 0.964289
902.394201 0.933052
902.519647 0.894452
902.64511 0.910183
902.770591 0.897379
902.896089 0.891119
903.021604 0.933639
903.147137 0.954072
903.272688 0.948049
903.398256 0.93752
903.523841 0.955443
903.649444 0.969074
903.775064 0.969567
903.900702 0.972241
904.026357 0.973491
904.15203 0.96864
904.27772 0.959253
904.403428 0.946598
904.529153 0.936735
904.654895 0.956678
904.780655 0.97144
904.906433 0.969041
905.032228 0.963194
905.15804 0.965982
905.28387 0.965612
905.409718 0.946046
905.535583 0.927816
905.661465 0.950858
905.787365 0.970383
905.913283 0.972835
906.039218 0.970739
906.16517 0.955962
906.29114 0.934422
906.417128 0.93554
