# Obtained using Skycalc tool from ESO webpage
# Not including telescope emissivity
Wave[nm] Radiance[photons/s/m**2/micron/arsec**2]
870 346.227
870.120943 482.935
870.241902 532.747
870.362878 493.408
870.483871 396.765
870.604881 358.171
870.725907 354.736
870.846951 445.497
870.968011 583.213
871.089088 549.688
871.210182 398.698
871.331293 338.038
871.45242 330.05
871.573565 313.099
871.694726 305.031
871.815904 313.184
871.937099 327.431
872.058311 322.626
872.17954 309.192
872.300785 303.789
872.422047 303.251
872.543327 303.498
872.664623 308.923
872.785936 347.537
872.907265 391.653
873.028612 347.727
873.149976 309.302
873.271356 304.07
873.392753 303.997
873.514168 304.09
873.635599 304.277
873.757046 307.727
873.878511 334.114
873.999993 382.492
874.121492 405.985
874.243007 401.756
874.364539 364.588
874.486089 352.152
874.607655 326.484
874.729238 308.83
874.850838 314.319
874.972455 328.269
875.094088 355.61
875.215739 389.267
875.337407 346.922
875.459091 310.786
875.580793 305.899
875.702511 309.407
875.824246 421.182
875.945998 1229.91
876.067767 2214.7
876.189553 2015.44
876.311356 4190.15
876.433176 6664.44
876.555013 3502.79
876.676867 937.303
876.798738 1842.26
876.920625 5814.14
877.04253 8104.45
877.164451 3992.61
877.28639 955.306
877.408345 403.17
877.530318 326.078
877.652307 540.923
877.774313 2347.57
877.896336 6944.67
878.018377 8885.89
878.140434 4014.36
878.262508 752.863
878.384599 321.586
878.506707 308.054
878.628832 308.056
878.750974 308.134
878.873133 308.667
878.995309 327.324
879.117502 596.807
879.239712 1976.12
879.361939 3324.12
879.484183 1776.49
879.606444 491.053
879.728722 314.63
879.851017 309.088
879.973329 309.139
880.095658 309.441
880.218004 312.578
880.340367 325.945
880.462747 337.422
880.585144 322.774
880.707558 311.245
880.829989 310.213
880.952437 323.037
881.074902 427.741
881.197384 646.021
881.319883 678.939
881.442399 456.591
881.564933 327.387
881.687483 310.984
881.81005 310.572
881.932634 310.644
882.055236 310.632
882.177854 310.517
882.300489 310.581
882.423142 315.042
882.545811 471.483
882.668498 2413.42
882.791202 11069.8
882.913922 18823.8
883.03666 9258.91
883.159415 1591.32
883.282187 746.947
883.404976 1088.5
883.527782 1569.4
883.650605 1553.67
883.773445 4023.56
883.896302 7401.28
884.019176 3958.4
884.142068 823.362
884.264976 335.322
884.387902 313.406
884.510844 326.912
884.633804 426.767
884.756781 543.365
884.879775 452.404
885.002786 508.156
885.125814 1441.67
885.248859 2529.53
885.371922 1420.92
885.495001 458.265
885.618098 331.227
885.741211 320.344
885.864342 314.338
885.98749 315.146
886.110655 329.139
886.233837 411.862
886.357036 569.652
886.480253 606.96
886.603486 503.288
886.726737 688.034
886.850005 2853.5
886.97329 5377.01
887.096592 2846
887.219911 634.125
887.343247 330.844
887.466601 318.036
887.589971 315.403
887.713359 315.158
887.836764 315.207
887.960186 315.137
888.083625 314.594
888.207082 314.03
888.330555 315.004
888.454046 344.617
888.577554 1208.98
888.701079 7373.17
888.824621 14391.3
888.948181 7396.67
889.071757 1333.43
889.195351 484.81
889.318962 370.083
889.44259 322.867
889.566235 325.342
889.689898 392.65
889.813577 519.499
889.937274 519.1
890.060988 392.604
890.18472 336.505
890.308468 678.324
890.432234 3214.58
890.556017 6152.02
890.679817 3322.99
890.803634 766.301
890.927469 438.689
891.05132 509.124
891.175189 475.159
891.299076 462.555
891.422979 386.684
891.5469 340.365
891.670837 347.737
891.794793 372.302
891.918765 1291.14
892.042754 7935.11
892.166761 15574.4
892.290785 8039.65
892.414826 1360.65
892.538885 412.95
892.662961 399.638
892.787054 427.989
892.911164 562.619
893.035291 634.608
893.159436 498.536
893.283598 375.323
893.407777 347.977
893.531974 367.059
893.656188 400.192
893.780419 423.435
893.904667 421.242
894.028933 383.909
894.153216 374.95
894.277516 641.787
894.401833 2678.76
