# Obtained using Skycalc tool from ESO webpage
# Water vapour content 2.5 mm
Wave[nm] Transmission[no-units]
1261.54957 0.930031
1262.04989 0.918059
1262.5504 0.905757
1263.05112 0.903636
1263.55203 0.904524
1264.05314 0.900282
1264.55445 0.897097
1265.05596 0.892963
1265.55767 0.897786
1266.05957 0.898742
1266.56168 0.90672
1267.06398 0.907127
1267.56649 0.903507
1268.06919 0.863863
1268.57209 0.767974
1269.0752 0.767118
1269.5785 0.84445
1270.082 0.900012
1270.5857 0.920098
1271.0896 0.928761
1271.5937 0.931087
1272.098 0.931422
1272.6025 0.930707
1273.1072 0.934538
1273.6121 0.938159
1274.1172 0.941159
1274.62251 0.942245
1275.12801 0.94569
1275.63371 0.952541
1276.13961 0.949506
1276.64572 0.95275
1277.15202 0.957118
1277.65853 0.958857
1278.16523 0.959556
1278.67214 0.964925
1279.17925 0.969057
1279.68655 0.9676
1280.19406 0.967933
1280.70178 0.971813
1281.20969 0.975617
1281.7178 0.976785
1282.22612 0.97595
1282.73463 0.97685
1283.24335 0.979058
1283.75227 0.980258
1284.2614 0.97911
1284.77072 0.977815
1285.28025 0.980482
1285.78998 0.982496
1286.29991 0.981871
1286.81004 0.980383
1287.32037 0.980711
1287.83091 0.98072
1288.34165 0.977729
1288.85259 0.976557
1289.36374 0.97984
1289.87509 0.982355
1290.38664 0.983102
1290.89839 0.983213
1291.41035 0.981014
1291.92251 0.977058
1292.43487 0.978426
1292.94744 0.982284
1293.46021 0.983619
1293.97318 0.982564
1294.48635 0.982358
1294.99973 0.979042
1295.51332 0.975022
1296.0271 0.977295
1296.54109 0.977424
1297.05529 0.972311
1297.56969 0.970484
1298.08429 0.977033
1298.5991 0.983131
1299.11411 0.979171
1299.62932 0.971001
1300.14474 0.97022
1300.66036 0.963378
1301.17619 0.965685
1301.69222 0.976178
1302.20846 0.974972
1302.7249 0.968011
1303.24155 0.964805
1303.7584 0.952228
1304.27546 0.938117
1304.79272 0.960816
1305.31019 0.976454
1305.82786 0.974906
1306.34574 0.960012
1306.86382 0.940184
1307.38211 0.941969
1307.9006 0.947206
1308.4193 0.963839
1308.93821 0.962576
1309.45732 0.942011
1309.97663 0.932413
1310.49616 0.935078
1311.01588 0.959135
1311.53582 0.970531
1312.05596 0.96067
1312.57631 0.950259
1313.09686 0.920849
1313.61762 0.902429
1314.13859 0.925256
1314.65976 0.935878
1315.18114 0.935498
1315.70273 0.943992
1316.22452 0.950175
1316.74652 0.94037
1317.26873 0.950676
1317.79115 0.954425
1318.31377 0.927986
1318.8366 0.910841
1319.35963 0.902001
1319.88288 0.89519
1320.40633 0.909936
1320.92999 0.931341
1321.45385 0.929885
1321.97793 0.938606
1322.50221 0.920321
1323.0267 0.890845
1323.5514 0.904267
1324.07631 0.908794
1324.60142 0.93609
1325.12674 0.947302
1325.65227 0.942682
1326.17801 0.942979
1326.70396 0.930365
1327.23012 0.911361
1327.75648 0.897809
1328.28306 0.868918
1328.80984 0.854792
1329.33683 0.867907
1329.86403 0.894483
1330.39144 0.883715
1330.91906 0.837881
1331.44689 0.787066
1331.97493 0.786373
1332.50318 0.819029
1333.03163 0.8564
1333.5603 0.842074
1334.08917 0.845423
1334.61826 0.885982
1335.14756 0.891095
1335.67706 0.861464
1336.20678 0.825819
1336.7367 0.838951
1337.26684 0.812936
1337.79718 0.83015
1338.32774 0.886355
1338.8585 0.876912
1339.38948 0.850204
1339.92067 0.813273
1340.45207 0.783765
1340.98368 0.829086
1341.5155 0.8332
1342.04753 0.864432
1342.57977 0.874081
1343.11222 0.845702
1343.64489 0.773827
1344.17776 0.663808
1344.71085 0.662522
1345.24415 0.739229
1345.77765 0.727319
1346.31138 0.722208
1346.84531 0.713815
1347.37945 0.591388
1347.91381 0.415696
1348.44838 0.439662
1348.98316 0.562088
1349.51815 0.619296
1350.05335 0.504599
1350.58877 0.409057
1351.1244 0.428714
1351.66024 0.392666
1352.1963 0.424694
1352.73256 0.392204
1353.26904 0.321757
1353.80573 0.289104
1354.34264 0.17392
1354.87976 0.118259
1355.41709 0.165248
1355.95463 0.201228
1356.49239 0.254941
1357.03036 0.2156
1357.56854 0.17956
1358.10694 0.174756
1358.64555 0.148922
1359.18438 0.136904
1359.72341 0.120636
1360.26266 0.127725
1360.80213 0.0796524
1361.34181 0.0345722
1361.8817 0.0177397
1362.42181 0.0457901
1362.96213 0.130405
1363.50267 0.178262
1364.04342 0.123291
1364.58439 0.05673
1365.12556 0.0638186
1365.66696 0.136016
1366.20857 0.19783
1366.75039 0.171697
1367.29243 0.103718
1367.83468 0.044982
1368.37715 0.0495673
1368.91984 0.115165
1369.46274 0.149403
1370.00585 0.114847
1370.54918 0.0965865
1371.09272 0.074252
1371.63649 0.0846417
1372.18046 0.101793
1372.72465 0.148654
1373.26906 0.18681
1373.81369 0.23492
1374.35853 0.229505
1374.90358 0.254348
1375.44885 0.325448
1375.99434 0.257215
1376.54005 0.224462
1377.08597 0.252884
1377.63211 0.385851
1378.17846 0.325266
1378.72503 0.192569
1379.27182 0.254358
1379.81882 0.262392
1380.36604 0.117681
1380.91348 0.0811784
1381.46114 0.141611
1382.00901 0.0952959
1382.5571 0.0395615
1383.10541 0.0475089
1383.65393 0.0798716
1384.20268 0.122006
1384.75164 0.120341
1385.30081 0.106907
1385.85021 0.148306
1386.39982 0.219751
1386.94965 0.287991
1387.4997 0.250547
1388.04997 0.167741
1388.60046 0.256528
1389.15116 0.366715
1389.70208 0.383403
1390.25322 0.380922
1390.80458 0.367857
1391.35616 0.385152
1391.90796 0.24426
1392.45997 0.142743
1393.01221 0.248059
1393.56466 0.338132
1394.11734 0.271556
1394.67023 0.144171
1395.22334 0.0637527
1395.77667 0.0555293
1396.33022 0.100772
1396.88399 0.222156
1397.43798 0.359841
1397.99219 0.449019
1398.54662 0.458297
1399.10127 0.353083
1399.65613 0.165976
1400.21122 0.0586034
1400.76653 0.041184
1401.32206 0.101584
1401.87781 0.281867
1402.43378 0.448181
1402.98997 0.417861
1403.54638 0.353037
1404.10301 0.224802
1404.65986 0.116712
1405.21694 0.178342
1405.77423 0.388993
1406.33175 0.391195
1406.88948 0.196042
1407.44744 0.217612
1408.00562 0.409941
1408.56402 0.370131
1409.12264 0.187412
1409.68148 0.173276
1410.24055 0.310317
1410.79983 0.382367
1411.35934 0.395418
1411.91907 0.439765
1412.47902 0.476036
1413.0392 0.553461
1413.59959 0.416115
1414.16021 0.235657
1414.72105 0.193829
1415.28212 0.318984
1415.8434 0.51368
1416.40491 0.61611
1416.96664 0.554517
1417.5286 0.481768
1418.09077 0.478318
1418.65317 0.376895
1419.2158 0.233912
1419.77864 0.283288
1420.34171 0.407709
1420.905 0.478006
1421.46852 0.560518
1422.03226 0.617405
1422.59622 0.546604
1423.16041 0.429624
1423.72482 0.424163
1424.28945 0.547816
1424.85431 0.596599
1425.41939 0.536114
1425.9847 0.564201
1426.55023 0.630642
1427.11598 0.554783
1427.68196 0.471148
1428.24816 0.417907
1428.81459 0.468609
1429.38125 0.625041
1429.94812 0.706854
1430.51523 0.707125
1431.08255 0.507915
1431.6501 0.350206
1432.21788 0.35652
1432.78588 0.472033
1433.35411 0.588534
1433.92256 0.536451
1434.49124 0.487029
1435.06015 0.589127
1435.62928 0.65057
1436.19863 0.580067
1436.76821 0.537561
1437.33802 0.423629
1437.90805 0.40569
1438.47831 0.583695
1439.0488 0.629465
1439.61951 0.549052
1440.19045 0.601062
1440.76161 0.596875
1441.333 0.567236
1441.90462 0.639856
1442.47646 0.619419
1443.04853 0.585642
1443.62083 0.682311
1444.19335 0.695648
1444.76611 0.63848
1445.33909 0.475505
1445.91229 0.441108
1446.48572 0.581361
1447.05939 0.648379
1447.63327 0.740058
1448.20739 0.786165
1448.78173 0.791303
1449.3563 0.752447
1449.9311 0.565939
1450.50613 0.375938
1451.08139 0.437466
1451.65687 0.634965
1452.23258 0.679135
1452.80852 0.729473
1453.38469 0.830972
1453.96109 0.868482
1454.53771 0.791802
1455.11457 0.705689
1455.69165 0.7537
1456.26896 0.816801
1456.8465 0.831173
1457.42427 0.819057
1458.00227 0.829969
1458.5805 0.870743
1459.15896 0.87911
1459.73764 0.813786
1460.31656 0.737821
1460.8957 0.76729
1461.47508 0.772222
1462.05469 0.812852
1462.63452 0.760363
1463.21459 0.665571
1463.79488 0.783454
1464.37541 0.857217
1464.95616 0.769418
1465.53715 0.699857
1466.11837 0.661882
1466.69981 0.634748
1467.28149 0.656234
1467.8634 0.727398
1468.44554 0.798322
1469.02791 0.753071
1469.61051 0.66077
1470.19334 0.627199
1470.7764 0.538383
1471.3597 0.599695
1471.94322 0.644629
1472.52698 0.595069
1473.11097 0.664556
1473.69519 0.749834
1474.27964 0.858872
1474.86432 0.896518
1475.44924 0.818687
1476.03439 0.722786
1476.61977 0.727013
1477.20538 0.70055
1477.79122 0.687565
1478.3773 0.765671
1478.96361 0.791019
1479.55015 0.715041
1480.13692 0.674332
1480.72393 0.732123
1481.31117 0.778618
1481.89864 0.732157
1482.48634 0.799674
1483.07428 0.870959
1483.66245 0.854241
1484.25086 0.802073
1484.8395 0.817706
1485.42837 0.81831
1486.01747 0.799589
1486.60681 0.756778
1487.19638 0.766936
1487.78619 0.795863
1488.37623 0.847487
1488.9665 0.86922
1489.55701 0.858409
1490.14775 0.907363
1490.73873 0.908738
1491.32994 0.85428
1491.92139 0.874673
1492.51307 0.907887
1493.10498 0.918721
1493.69713 0.930189
1494.28952 0.908909
1494.88214 0.894621
1495.47499 0.906128
1496.06808 0.897647
1496.6614 0.895439
1497.25496 0.919106
1497.84876 0.912971
1498.44279 0.927759
1499.03706 0.940374
1499.63156 0.950759
1500.2263 0.968996
1500.82127 0.970823
1501.41648 0.96155
1502.01193 0.942986
1502.60761 0.934329
1503.20353 0.918052
1503.79968 0.891123
1504.39607 0.903441
1504.9927 0.921924
1505.58956 0.95496
1506.18666 0.979786
1506.784 0.980047
1507.38158 0.966197
1507.97939 0.942742
1508.57744 0.914902
1509.17572 0.936544
1509.77424 0.96907
1510.373 0.973442
1510.972 0.973527
1511.57124 0.976254
1512.17071 0.971986
1512.77042 0.967816
1513.37037 0.962086
1513.97056 0.957051
1514.57098 0.970109
1515.17164 0.982877
1515.77255 0.979966
1516.37368 0.967997
1516.97506 0.962417
1517.57668 0.965165
1518.17853 0.970954
1518.78063 0.970492
1519.38296 0.971282
1519.98553 0.978375
1520.58834 0.982462
1521.19139 0.984533
1521.79468 0.98381
1522.3982 0.987139
1523.00197 0.988853
1523.60598 0.986757
1524.21022 0.984261
1524.81471 0.981516
1525.41943 0.981838
1526.0244 0.980346
1526.6296 0.978555
1527.23505 0.9813
1527.84073 0.985597
1528.44666 0.986536
1529.05283 0.985591
1529.65923 0.984494
1530.26588 0.984573
1530.87276 0.984374
1531.47989 0.982877
1532.08726 0.984716
1532.69487 0.98542
1533.30272 0.983787
1533.91081 0.98165
1534.51915 0.980477
1535.12772 0.980012
1535.73653 0.981107
1536.34559 0.982288
1536.95489 0.984128
1537.56443 0.987363
1538.17421 0.988246
1538.78423 0.985918
1539.3945 0.983577
1540.00501 0.984025
1540.61576 0.98403
1541.22675 0.984165
1541.83798 0.983926
1542.44946 0.984921
1543.06118 0.986174
1543.67314 0.987156
1544.28534 0.98706
1544.89779 0.988546
1545.51048 0.989635
1546.12341 0.989838
1546.73659 0.990256
1547.35001 0.990637
1547.96367 0.990958
1548.57758 0.991263
1549.19173 0.991336
1549.80612 0.991188
1550.42076 0.991087
1551.03564 0.990888
1551.65076 0.990594
1552.26613 0.99036
1552.88174 0.990941
1553.4976 0.991308
1554.1137 0.991107
1554.73004 0.991293
1555.34663 0.991672
1555.96347 0.991792
1556.58054 0.991736
1557.19787 0.991736
1557.81544 0.991752
1558.43325 0.991642
1559.05131 0.991516
1559.66961 0.991563
1560.28816 0.991582
1560.90695 0.991548
1561.52599 0.99135
1562.14528 0.990883
1562.76481 0.991029
1563.38458 0.9914
1564.0046 0.991296
1564.62487 0.991269
1565.24538 0.991343
1565.86614 0.991176
1566.48715 0.990857
1567.1084 0.989621
1567.7299 0.987041
1568.35165 0.982249
1568.97364 0.974955
1569.59588 0.965556
1570.21836 0.950842
1570.84109 0.934968
1571.46407 0.927372
1572.0873 0.925053
1572.71077 0.930176
1573.33449 0.94011
1573.95846 0.94499
1574.58267 0.957508
1575.20714 0.970527
1575.83185 0.967694
1576.4568 0.956951
1577.08201 0.946836
1577.70746 0.948311
1578.33317 0.947147
1578.95912 0.943885
1579.58531 0.94975
1580.21176 0.953655
1580.83846 0.961843
1581.4654 0.97027
1582.09259 0.973332
1582.72003 0.974618
1583.34772 0.980168
1583.97566 0.984971
1584.60385 0.987226
1585.23229 0.988548
1585.86097 0.989137
1586.48991 0.989216
1587.11909 0.989972
1587.74853 0.99107
1588.37821 0.991604
1589.00815 0.991817
1589.63833 0.991735
1590.26876 0.991551
1590.89945 0.991591
1591.53038 0.991474
1592.16156 0.991527
1592.793 0.991756
1593.42468 0.99178
1594.05662 0.991469
1594.6888 0.991463
1595.32124 0.99157
1595.95393 0.991188
1596.58687 0.990418
1597.22006 0.989114
1597.8535 0.987114
1598.48719 0.982865
1599.12113 0.975231
1599.75533 0.963369
1600.38977 0.949148
1601.02447 0.939141
1601.65942 0.930988
1602.29462 0.926505
1602.93007 0.931452
1603.56578 0.940266
1604.20173 0.944933
1604.83794 0.958936
1605.4744 0.975346
1606.11112 0.973808
1606.74809 0.960879
1607.3853 0.951542
1608.02278 0.943124
1608.6605 0.942518
1609.29848 0.941542
1609.93671 0.949579
1610.57519 0.954722
1611.21393 0.954897
1611.85292 0.962987
1612.49216 0.971884
1613.13166 0.976478
1613.77141 0.978673
1614.41142 0.980401
1615.05167 0.983863
1615.69219 0.986127
1616.33295 0.986844
1616.97397 0.987479
1617.61525 0.988378
1618.25678 0.988868
1618.89856 0.989105
1619.5406 0.990069
1620.18289 0.990749
1620.82544 0.990716
1621.46824 0.990768
1622.1113 0.991131
1622.75461 0.991328
1623.39818 0.99111
1624.042 0.990916
1624.68608 0.991303
1625.33041 0.991051
1625.975 0.990614
1626.61984 0.990742
1627.26494 0.990095
1627.9103 0.989484
1628.55591 0.989767
1629.20178 0.990489
1629.8479 0.989408
1630.49428 0.987379
1631.14092 0.988906
1631.78781 0.989776
1632.43496 0.988024
1633.08237 0.986291
1633.73003 0.988019
1634.37795 0.98948
1635.02613 0.986947
1635.67456 0.983607
1636.32325 0.98604
1636.9722 0.983726
1637.62141 0.978389
1638.27087 0.983794
1638.92059 0.986573
1639.57057 0.979175
1640.22081 0.971491
1640.8713 0.978686
1641.52205 0.983727
1642.17306 0.976127
1642.82433 0.967677
1643.47586 0.976595
1644.12764 0.983946
1644.77968 0.977396
1645.43199 0.967086
1646.08455 0.978014
1646.73737 0.986103
1647.39045 0.979081
1648.04378 0.969495
1648.69738 0.974652
1649.35124 0.980646
1650.00535 0.975724
1650.65973 0.96767
1651.31436 0.975264
1651.96925 0.984817
1652.62441 0.987181
1653.27982 0.980972
1653.93549 0.974691
1654.59143 0.982098
1655.24762 0.986545
1655.90407 0.984267
1656.56079 0.981834
1657.21776 0.986086
1657.875 0.98984
1658.53249 0.989383
1659.19025 0.987761
1659.84826 0.98952
1660.50654 0.990949
1661.16508 0.989974
1661.82388 0.988169
1662.48294 0.986463
1663.14227 0.98857
1663.80185 0.989815
1664.4617 0.98358
1665.12181 0.956224
1665.78217 0.925985
1666.44281 0.938403
1667.1037 0.964708
1667.76486 0.981634
1668.42627 0.987034
1669.08795 0.988756
1669.7499 0.98987
1670.4121 0.988931
1671.07457 0.988056
1671.7373 0.989957
1672.40029 0.991508
1673.06355 0.991153
1673.72707 0.98758
1674.39085 0.983717
1675.05489 0.987362
1675.7192 0.990397
1676.38378 0.990269
1677.04861 0.985383
1677.71371 0.980384
1678.37907 0.985758
1679.0447 0.990943
1679.71059 0.991342
1680.37675 0.988072
1681.04317 0.983839
1681.70985 0.987427
1682.3768 0.990656
1683.04401 0.986591
1683.71149 0.979542
1684.37923 0.982232
1685.04724 0.988634
1685.71551 0.99065
1686.38405 0.987044
1687.05285 0.982323
1687.72192 0.986762
1688.39125 0.99076
1689.06085 0.989906
1689.73071 0.984398
1690.40084 0.977722
1691.07123 0.980627
1691.74189 0.984537
1692.41282 0.987242
1693.08401 0.9879
1693.75547 0.985379
1694.4272 0.986426
1695.09919 0.989089
1695.77145 0.988733
1696.44397 0.980672
1697.11677 0.973717
1697.78982 0.982047
1698.46315 0.989199
1699.13674 0.988257
1699.8106 0.984522
1700.48473 0.982489
1701.15912 0.980311
1701.83378 0.983212
1702.50871 0.984356
1703.18391 0.984379
1703.85937 0.984819
1704.53511 0.984662
1705.21111 0.982349
1705.88738 0.979988
1706.56391 0.978505
1707.24072 0.977392
1707.91779 0.967611
1708.59513 0.96089
1709.27274 0.975341
1709.95062 0.984878
1710.62877 0.9844
1711.30719 0.986855
1711.98587 0.988849
1712.66483 0.987955
1713.34405 0.979097
1714.02355 0.967637
1714.70331 0.973249
1715.38334 0.978559
1716.06365 0.97618
1716.74422 0.983593
1717.42506 0.990004
1718.10617 0.990999
1718.78756 0.990954
1719.46921 0.990238
1720.15113 0.985641
1720.83333 0.968064
1721.51579 0.950882
1722.19853 0.966746
1722.88153 0.971178
1723.56481 0.954731
1724.24835 0.952342
1724.93217 0.966204
1725.61626 0.977145
1726.30062 0.977843
1726.98526 0.980633
1727.67016 0.980816
1728.35534 0.974912
1729.04078 0.975014
1729.7265 0.983288
1730.41249 0.984669
1731.09876 0.970083
1731.78529 0.940095
1732.4721 0.935619
1733.15918 0.96809
1733.84653 0.986594
1734.53416 0.985815
1735.22205 0.970068
1735.91022 0.943572
1736.59867 0.946286
1737.28738 0.972742
1737.97637 0.985199
1738.66564 0.986012
1739.35517 0.97805
1740.04498 0.964531
1740.73507 0.951214
1741.42542 0.932467
1742.11605 0.958992
1742.80696 0.982505
1743.49814 0.9726
1744.18959 0.954378
1744.88132 0.970056
1745.57332 0.977974
1746.26559 0.930909
1746.95814 0.871677
1747.65097 0.916526
1748.34407 0.972534
1749.03744 0.98688
1749.73109 0.987587
1750.42502 0.982733
1751.11922 0.959694
1751.81369 0.936728
1752.50844 0.962247
1753.20347 0.985401
1753.89877 0.98504
1754.59435 0.958152
1755.2902 0.926237
1755.98633 0.935093
1756.68274 0.917617
1757.37942 0.914316
1758.07638 0.958816
1758.77361 0.98608
1759.47112 0.987789
1760.16891 0.970026
1760.86697 0.94845
1761.56531 0.953059
1762.26393 0.940154
1762.96283 0.938123
1763.662 0.966206
1764.36145 0.971281
1765.06118 0.894696
1765.76118 0.8015
1766.46146 0.882136
1767.16202 0.960846
1767.86286 0.972322
1768.56398 0.965783
1769.26537 0.953312
1769.96704 0.929997
1770.66899 0.922427
1771.37122 0.954521
1772.07373 0.972996
1772.77651 0.965069
1773.47958 0.930194
1774.18292 0.886087
1774.88654 0.908664
1775.59044 0.901861
1776.29462 0.871582
1776.99908 0.915361
1777.70382 0.928305
1778.40884 0.868328
1779.11414 0.83828
1779.81972 0.904006
1780.52557 0.893987
1781.23171 0.821554
1781.93813 0.876125
1782.64483 0.942153
1783.3518 0.927399
1784.05906 0.82342
1784.7666 0.723826
1785.47442 0.770887
1786.18252 0.800589
1786.8909 0.823352
1787.59956 0.895531
1788.30851 0.934642
1789.01773 0.924055
1789.72723 0.911196
1790.43702 0.838191
1791.14709 0.781999
1791.85744 0.787799
1792.56807 0.758658
1793.27898 0.733056
1793.99018 0.748857
1794.70166 0.806205
1795.41342 0.777972
1796.12546 0.72863
1796.83778 0.742796
1797.55039 0.818678
1798.26328 0.83692
1798.97645 0.808369
1799.68991 0.64787
1800.40364 0.490012
1801.11766 0.433872
1801.83197 0.472867
1802.54656 0.513421
1803.26143 0.622141
1803.97658 0.706008
1804.69202 0.731118
1805.40774 0.609208
1806.12375 0.443345
1806.84003 0.466748
1807.55661 0.540669
1808.27347 0.658549
1808.99061 0.696189
1809.70803 0.665004
1810.42575 0.49006
1811.14374 0.371048
1811.86202 0.398363
1812.58059 0.397047
1813.29944 0.487987
1814.01857 0.617249
1814.73799 0.536634
1815.4577 0.356458
1816.17769 0.352379
1816.89797 0.481958
1817.61853 0.555927
1818.33938 0.484591
1819.06051 0.435368
1819.78193 0.311347
1820.50364 0.151744
1821.22563 0.129472
1821.94791 0.149663
1822.67047 0.309227
1823.39332 0.596463
1824.11646 0.686819
1824.83989 0.561566
1825.5636 0.376865
1826.2876 0.22704
1827.01188 0.290755
1827.73646 0.325824
1828.46132 0.203232
1829.18647 0.157786
1829.9119 0.174403
1830.63763 0.162988
1831.36364 0.166445
1832.08994 0.224462
1832.81652 0.22632
1833.5434 0.261741
1834.27056 0.204927
1834.99802 0.0902038
1835.72576 0.0455417
1836.45379 0.0384144
1837.1821 0.0467026
1837.91071 0.0597688
1838.63961 0.109061
1839.36879 0.111437
1840.09826 0.0719281
1840.82803 0.0704528
1841.55808 0.0464444
1842.28842 0.066294
1843.01905 0.150298
1843.74998 0.225236
1844.48119 0.353343
1845.21269 0.380586
1845.94448 0.23054
1846.67656 0.0703882
1847.40894 0.011485
1848.1416 0.0138469
1848.87455 0.0645407
1849.6078 0.125406
1850.34133 0.12746
1851.07516 0.207391
1851.80927 0.305529
1852.54368 0.213608
1853.27838 0.0718191
1854.01337 0.0410606
1854.74865 0.123185
1855.48422 0.197932
1856.22009 0.128525
1856.95625 0.0717495
1857.6927 0.140377
1858.42944 0.219984
1859.16647 0.153553
1859.9038 0.0533433
1860.64141 0.0735476
1861.37932 0.228615
1862.11753 0.337322
1862.85602 0.285045
1863.59481 0.220773
1864.33389 0.135441
1865.07327 0.184351
1865.81294 0.323137
1866.5529 0.295463
1867.29315 0.127962
1868.0337 0.0419557
1868.77454 0.0443704
1869.51568 0.0345079
1870.25711 0.0157052
1870.99883 0.0100076
1871.74085 0.02669
1872.48317 0.0420492
1873.22577 0.0240479
1873.96867 0.0284155
1874.71187 0.0525443
1875.45536 0.0542614
1876.19915 0.0600343
1876.94323 0.0666723
1877.6876 0.131956
1878.43227 0.237844
1879.17724 0.363903
1879.9225 0.371845
1880.66806 0.221949
1881.41391 0.221703
1882.16006 0.37595
1882.9065 0.372885
1883.65324 0.225953
1884.40028 0.175531
1885.14761 0.261646
1885.89524 0.287801
1886.64317 0.289874
1887.39139 0.402581
1888.13991 0.522626
1888.88873 0.456164
1889.63784 0.25145
1890.38725 0.149163
1891.13696 0.189634
1891.88696 0.161748
1892.63727 0.137346
1893.38787 0.166375
1894.13876 0.246968
1894.88996 0.393113
1895.64145 0.477513
1896.39324 0.436254
1897.14533 0.331373
1897.89772 0.16762
1898.6504 0.0842322
1899.40339 0.0374013
1900.15667 0.0336828
1900.91025 0.110867
1901.66414 0.202572
1902.41831 0.171098
1903.17279 0.130025
1903.92757 0.170225
1904.68265 0.119043
1905.43803 0.0399083
1906.1937 0.0294158
1906.94968 0.117421
1907.70595 0.29933
1908.46253 0.372397
1909.21941 0.344097
1909.97658 0.295961
1910.73406 0.178149
1911.49183 0.102629
1912.24991 0.116654
1913.00829 0.10087
1913.76697 0.0631708
1914.52595 0.130004
1915.28523 0.235001
1916.04481 0.202013
1916.80469 0.240151
1917.56488 0.456977
1918.32536 0.559057
1919.08615 0.392323
1919.84724 0.137361
1920.60863 0.058839
1921.37032 0.198408
1922.13232 0.450019
1922.89462 0.521386
1923.65722 0.367832
1924.42012 0.303376
1925.18332 0.471523
1925.94683 0.504153
1926.71064 0.34854
1927.47475 0.240311
